applicant_norm,clean_type,applicant,top_patents,top_rows,city_count,max_city_year_patents
南京信息工程大学,univ,南京信息工程大学,7084,18,2,1136
山东理工大学,univ,山东理工大学,7018,16,1,929
河南科技大学,univ,河南科技大学,6991,16,1,743
宝山钢铁股份有限公司,firm,宝山钢铁股份有限公司,6943,16,1,735
中国海洋大学,univ,中国海洋大学,6919,16,1,1201
南开大学,univ,南开大学,6882,16,1,848
杭州海康威视数字技术股份有限公司,firm,杭州海康威视数字技术股份有限公司,6853,14,1,1225
西北农林科技大学,univ,西北农林科技大学,6775,16,1,972
华中农业大学,univ,华中农业大学,6642,16,1,923
北京京东尚科信息技术有限公司,firm,北京京东尚科信息技术有限公司,6592,4,1,2357
武汉科技大学,univ,武汉科技大学,6573,16,1,779
天津工业大学,univ,天津工业大学,6518,16,1,635
湘潭大学,univ,湘潭大学,6346,16,1,965
北京大学,univ,北京大学,6338,10,1,1530
桂林理工大学,univ,桂林理工大学,6242,15,1,663
武汉华星光电半导体显示技术有限公司,firm,武汉华星光电半导体显示技术有限公司,6210,7,1,1207
华东师范大学,univ,华东师范大学,6198,16,1,697
中国科学院合肥物质科学研究院,univ,中国科学院合肥物质科学研究院,6175,16,1,784
中北大学,univ,中北大学,6155,17,2,754
广州大学,univ,广州大学,6068,11,1,1535
西南大学,univ,西南大学,6056,16,1,745
中国科学院深圳先进技术研究院,univ,中国科学院深圳先进技术研究院,6029,13,1,897
西安建筑科技大学,univ,西安建筑科技大学,5996,16,1,902
盐城工学院,univ,盐城工学院,5971,16,1,851
长沙理工大学,univ,长沙理工大学,5952,16,1,854
宇龙计算机通信科技(深圳)有限公司,firm,宇龙计算机通信科技(深圳)有限公司,5912,10,1,1688
国网上海市电力公司,firm,国网上海市电力公司,5857,10,1,988
安徽大学,univ,安徽大学,5852,16,1,1539
中国农业大学,univ,中国农业大学,5808,11,1,863
暨南大学,univ,暨南大学,5795,16,1,887
大连海事大学,univ,大连海事大学,5775,16,1,1115
深圳供电局有限公司,firm,深圳供电局有限公司,5734,6,1,1272
中国科学院宁波材料技术与工程研究所,univ,中国科学院宁波材料技术与工程研究所,5733,16,1,792
南京农业大学,univ,南京农业大学,5701,16,1,765
歌尔股份有限公司,firm,歌尔股份有限公司,5659,8,1,1096
中国计量大学,univ,中国计量大学,5646,12,2,932
北京字跳网络技术有限公司,firm,北京字跳网络技术有限公司,5619,2,1,2833
佛山科学技术学院,univ,佛山科学技术学院,5618,11,1,1727
四川长虹电器股份有限公司,firm,四川长虹电器股份有限公司,5572,16,1,682
上海斐讯数据通信技术有限公司,firm,上海斐讯数据通信技术有限公司,5558,6,1,1541
广州视源电子科技股份有限公司,firm,广州视源电子科技股份有限公司,5530,10,1,998
海洋王照明科技股份有限公司,firm,海洋王照明科技股份有限公司,5506,5,1,1906
天津科技大学,univ,天津科技大学,5501,16,1,812
湖北工业大学,univ,湖北工业大学,5485,12,1,840
北京化工大学,univ,北京化工大学,5467,10,1,772
河南理工大学,univ,河南理工大学,5434,16,1,637
长江存储科技有限责任公司,firm,长江存储科技有限责任公司,5422,7,1,1278
财团法人工业技术研究院,research,财团法人工业技术研究院,5388,21,2,497
上海应用技术大学,univ,上海应用技术大学,5385,7,1,1135
歌尔科技有限公司,firm,歌尔科技有限公司,5385,8,1,1082
浙江吉利控股集团有限公司,firm,浙江吉利控股集团有限公司,5371,9,1,1403
联发科技股份有限公司,firm,联发科技股份有限公司,5365,24,2,429
华侨大学,univ,华侨大学,5350,16,1,822
广州汽车集团股份有限公司,firm,广州汽车集团股份有限公司,5348,11,1,1091
安徽江淮汽车集团股份有限公司,firm,安徽江淮汽车集团股份有限公司,5324,8,1,1208
华南师范大学,univ,华南师范大学,5289,19,3,663
惠州TCL移动通信有限公司,firm,惠州TCL移动通信有限公司,5230,15,1,779
深圳市大疆创新科技有限公司,firm,深圳市大疆创新科技有限公司,5101,7,1,1102
中国十七冶集团有限公司,firm,中国十七冶集团有限公司,5100,14,1,1206
阿里巴巴(中国)有限公司,firm,阿里巴巴(中国)有限公司,5073,4,1,2925
万华化学集团股份有限公司,firm,万华化学集团股份有限公司,5064,10,1,1248
广东小天才科技有限公司,firm,广东小天才科技有限公司,5050,10,1,828
东风汽车集团股份有限公司,firm,东风汽车集团股份有限公司,5048,3,1,1915
佛山市顺德区美的电热电器制造有限公司,firm,佛山市顺德区美的电热电器制造有限公司,5030,10,1,1051
东北农业大学,univ,东北农业大学,4996,16,1,686
鞍钢股份有限公司,firm,鞍钢股份有限公司,4977,16,1,699
深圳市华星光电半导体显示技术有限公司,firm,深圳市华星光电半导体显示技术有限公司,4944,6,1,1177
广西玉柴机器股份有限公司,firm,广西玉柴机器股份有限公司,4944,16,1,827
南方电网科学研究院有限责任公司,firm,南方电网科学研究院有限责任公司,4835,12,1,739
青岛大学,univ,青岛大学,4794,16,1,579
中国科学院金属研究所,univ,中国科学院金属研究所,4776,16,1,537
浪潮电子信息产业股份有限公司,firm,浪潮电子信息产业股份有限公司,4768,13,1,932
浙江海洋大学,univ,浙江海洋大学,4733,8,1,1030
中国药科大学,univ,中国药科大学,4713,16,1,650
安徽工业大学,univ,安徽工业大学,4702,16,1,712
之江实验室,research,之江实验室,4692,4,1,2505
北京字节跳动网络技术有限公司,firm,北京字节跳动网络技术有限公司,4672,2,1,2764
福建农林大学,univ,福建农林大学,4662,16,1,546
宁波奥克斯电气股份有限公司,firm,宁波奥克斯电气股份有限公司,4651,6,1,1272
安徽农业大学,univ,安徽农业大学,4608,16,1,921
武汉华星光电技术有限公司,firm,武汉华星光电技术有限公司,4575,7,1,1122
小米科技有限责任公司,firm,小米科技有限责任公司,4476,2,1,3089
海南大学,univ,海南大学,4476,17,2,906
淮阴工学院,univ,淮阴工学院,4459,16,1,1199
兰州大学,univ,兰州大学,4417,16,1,745
中国电子科技集团公司第五十四研究所,firm,中国电子科技集团公司第五十四研究所,4414,16,1,976
北京沃东天骏信息技术有限公司,firm,北京沃东天骏信息技术有限公司,4399,2,1,2390
温州大学,univ,温州大学,4380,16,1,582
辽宁工程技术大学,univ,辽宁工程技术大学,4358,25,2,741
杭州华三通信技术有限公司,firm,杭州华三通信技术有限公司,4346,9,1,696
南昌航空大学,univ,南昌航空大学,4305,16,1,569
齐鲁工业大学,univ,齐鲁工业大学,4275,10,1,707
中国移动通信集团公司,firm,中国移动通信集团公司,4266,8,1,714
长春理工大学,univ,长春理工大学,4246,16,1,734
成都理工大学,univ,成都理工大学,4186,16,2,939
南京工程学院,univ,南京工程学院,4180,10,1,614
武汉工程大学,univ,武汉工程大学,4164,15,1,803
山西大学,univ,山西大学,4117,16,1,467
一汽解放汽车有限公司,firm,一汽解放汽车有限公司,4106,11,2,1271
中国科学院沈阳自动化研究所,univ,中国科学院沈阳自动化研究所,4102,16,1,524
中铁第四勘察设计院集团有限公司,firm,中铁第四勘察设计院集团有限公司,4085,10,1,823
西南科技大学,univ,西南科技大学,4069,16,1,653
安徽工程大学,univ,安徽工程大学,4058,12,1,657
青岛农业大学,univ,青岛农业大学,4021,15,1,562
东莞理工学院,univ,东莞理工学院,4020,11,1,1149
中国科学院长春应用化学研究所,univ,中国科学院长春应用化学研究所,4013,16,1,490
展讯通信(上海)有限公司,firm,展讯通信(上海)有限公司,4009,10,1,807
西北大学,univ,西北大学,3991,16,1,594
云南电网有限责任公司电力科学研究院,firm,云南电网有限责任公司电力科学研究院,3975,9,1,629
东北林业大学,univ,东北林业大学,3968,16,1,517
江苏理工学院,univ,江苏理工学院,3927,11,1,592
攀钢集团攀枝花钢铁研究院有限公司,firm,攀钢集团攀枝花钢铁研究院有限公司,3913,15,1,498
中国人民解放军国防科学技术大学,univ,中国人民解放军国防科学技术大学,3867,10,1,721
山东农业大学,univ,山东农业大学,3797,16,1,432
沈阳建筑大学,univ,沈阳建筑大学,3796,16,1,834
西安科技大学,univ,西安科技大学,3792,10,1,506
中国电力科学研究院有限公司,firm,中国电力科学研究院有限公司,3776,3,1,1427
陕西师范大学,univ,陕西师范大学,3776,16,1,491
南京师范大学,univ,南京师范大学,3757,16,1,541
青岛理工大学,univ,青岛理工大学,3753,11,1,659
湖南科技大学,univ,湖南科技大学,3733,20,2,447
青岛海尔电冰箱有限公司,firm,青岛海尔电冰箱有限公司,3725,5,1,882
惠科股份有限公司,firm,惠科股份有限公司,3711,4,1,1447
中国移动通信有限公司研究院,firm,中国移动通信有限公司研究院,3699,3,1,1751
华为终端有限公司,firm,华为终端有限公司,3676,13,2,729
沈阳工业大学,univ,沈阳工业大学,3656,17,2,415
乐视控股(北京)有限公司,firm,乐视控股(北京)有限公司,3648,1,1,3648
天津理工大学,univ,天津理工大学,3645,16,1,429
兰州理工大学,univ,兰州理工大学,3643,16,1,562
河南师范大学,univ,河南师范大学,3633,16,1,518
华北电力大学(保定),univ,华北电力大学(保定),3632,16,1,439
广东美的厨房电器制造有限公司,firm,广东美的厨房电器制造有限公司,3621,11,1,559
珠海格力节能环保制冷技术研究中心有限公司,firm,珠海格力节能环保制冷技术研究中心有限公司,3605,14,1,507
河南大学,univ,河南大学,3549,17,2,500
中联重科股份有限公司,firm,中联重科股份有限公司,3518,13,2,507
山东建筑大学,univ,山东建筑大学,3508,15,1,421
中国科学院西安光学精密机械研究所,univ,中国科学院西安光学精密机械研究所,3498,16,1,463
深圳前海微众银行股份有限公司,firm,深圳前海微众银行股份有限公司,3486,3,1,1571
昆山国显光电有限公司,firm,昆山国显光电有限公司,3469,9,1,586
武汉纺织大学,univ,武汉纺织大学,3463,13,1,664
广东电网有限责任公司广州供电局,firm,广东电网有限责任公司广州供电局,3455,4,1,1107
平安银行股份有限公司,firm,平安银行股份有限公司,3443,3,1,1792
中国科学院微电子研究所,univ,中国科学院微电子研究所,3442,5,1,1307
厦门天马微电子有限公司,firm,厦门天马微电子有限公司,3420,12,1,546
深圳壹账通智能科技有限公司,firm,深圳壹账通智能科技有限公司,3412,3,1,1446
重庆交通大学,univ,重庆交通大学,3410,13,1,602
上海华力微电子有限公司,firm,上海华力微电子有限公司,3391,7,1,666
云南中烟工业有限责任公司,firm,云南中烟工业有限责任公司,3379,10,1,455
海信视像科技股份有限公司,firm,海信视像科技股份有限公司,3365,5,1,867
广东海洋大学,univ,广东海洋大学,3321,16,1,744
湖南农业大学,univ,湖南农业大学,3299,16,1,386
河南工业大学,univ,河南工业大学,3269,16,1,422
中车青岛四方机车车辆股份有限公司,firm,中车青岛四方机车车辆股份有限公司,3253,8,1,592
南方科技大学,univ,南方科技大学,3247,4,1,1001
TCL集团股份有限公司,firm,TCL集团股份有限公司,3242,12,1,538
中国平安人寿保险股份有限公司,firm,中国平安人寿保险股份有限公司,3235,4,1,948
浙江师范大学,univ,浙江师范大学,3222,16,1,380
中国核动力研究设计院,research,中国核动力研究设计院,3212,12,1,611
四川大学华西医院,hospital,四川大学华西医院,3211,5,1,748
华北水利水电大学,univ,华北水利水电大学,3197,11,1,483
瑞昱半导体股份有限公司,firm,瑞昱半导体股份有限公司,3188,26,3,424
河海大学常州校区,univ,河海大学常州校区,3179,13,1,550
山东师范大学,univ,山东师范大学,3175,12,1,711
绍兴文理学院,univ,绍兴文理学院,3173,16,1,542
江苏省农业科学院,univ,江苏省农业科学院,3167,14,1,360
深圳先进技术研究院,research,深圳先进技术研究院,3139,9,1,550
湖南工业大学,univ,湖南工业大学,3131,16,1,976
华东交通大学,univ,华东交通大学,3130,15,1,578
浙江亚厦装饰股份有限公司,firm,浙江亚厦装饰股份有限公司,3102,9,1,1156
中国建筑第八工程局有限公司,firm,中国建筑第八工程局有限公司,3099,5,1,891
上汽通用五菱汽车股份有限公司,firm,上汽通用五菱汽车股份有限公司,3069,16,1,485
安徽信息工程学院,univ,安徽信息工程学院,3063,7,1,647
中国航发沈阳发动机研究所,research,中国航发沈阳发动机研究所,3061,7,1,883
江西理工大学,univ,江西理工大学,3055,16,1,479
福建师范大学,univ,福建师范大学,3055,16,1,372
四川农业大学,univ,四川农业大学,3052,26,2,302
五邑大学,univ,五邑大学,3049,16,1,520
宁德新能源科技有限公司,firm,宁德新能源科技有限公司,3023,14,1,713
华帝股份有限公司,firm,华帝股份有限公司,3006,7,1,872
西华大学,univ,西华大学,2973,13,1,359
宏碁股份有限公司,firm,宏碁股份有限公司,2967,21,2,390
长春工业大学,univ,长春工业大学,2963,16,1,492
广东美的暖通设备有限公司,firm,广东美的暖通设备有限公司,2948,12,1,525
石河子大学,univ,石河子大学,2945,19,3,511
成都飞机工业(集团)有限责任公司,firm,成都飞机工业(集团)有限责任公司,2927,9,1,735
中国科学院苏州纳米技术与纳米仿生研究所,univ,中国科学院苏州纳米技术与纳米仿生研究所,2927,14,1,350
中国科学院兰州化学物理研究所,univ,中国科学院兰州化学物理研究所,2922,16,1,473
青岛海尔智能技术研发有限公司,firm,青岛海尔智能技术研发有限公司,2910,7,1,654
中国海洋石油总公司,firm,中国海洋石油总公司,2903,6,1,677
岚图汽车科技有限公司,firm,岚图汽车科技有限公司,2901,3,1,1315
国网湖南省电力有限公司,firm,国网湖南省电力有限公司,2873,6,1,674
上海工程技术大学,univ,上海工程技术大学,2871,7,1,629
台达电子工业股份有限公司,firm,台达电子工业股份有限公司,2871,26,3,217
珠海格力智能装备有限公司,firm,珠海格力智能装备有限公司,2870,8,1,623
东莞市联洲知识产权运营管理有限公司,firm,东莞市联洲知识产权运营管理有限公司,2868,3,1,1017
河南农业大学,univ,河南农业大学,2863,16,1,525
河南中烟工业有限责任公司,firm,河南中烟工业有限责任公司,2861,12,1,533
云南大学,univ,云南大学,2861,16,1,491
合肥国轩高科动力能源有限公司,firm,合肥国轩高科动力能源有限公司,2853,9,1,564
武汉轻工大学,univ,武汉轻工大学,2847,6,1,598
河北科技大学,univ,河北科技大学,2830,16,1,464
中航光电科技股份有限公司,firm,中航光电科技股份有限公司,2824,16,1,321
长江大学,univ,长江大学,2810,16,1,377
重庆理工大学,univ,重庆理工大学,2799,15,1,591
东风商用车有限公司,firm,东风商用车有限公司,2792,5,2,925
浙江宇视科技有限公司,firm,浙江宇视科技有限公司,2792,11,1,404
科大讯飞股份有限公司,firm,科大讯飞股份有限公司,2775,8,1,660
纬创资通股份有限公司,firm,纬创资通股份有限公司,2775,21,2,532
大连大学,univ,大连大学,2739,16,1,383
国电南瑞科技股份有限公司,firm,国电南瑞科技股份有限公司,2720,9,1,400
广西电网有限责任公司电力科学研究院,firm,广西电网有限责任公司电力科学研究院,2707,9,1,714
TCL华星光电技术有限公司,firm,TCL华星光电技术有限公司,2704,3,1,940
哈尔滨工业大学(威海),univ,哈尔滨工业大学(威海),2703,15,1,424
广东博智林机器人有限公司,firm,广东博智林机器人有限公司,2680,4,1,1095
中南林业科技大学,univ,中南林业科技大学,2680,16,1,299
深圳富泰宏精密工业有限公司,firm,深圳富泰宏精密工业有限公司,2671,7,1,697
湖北文理学院,univ,湖北文理学院,2663,12,1,354
英业达股份有限公司,firm,英业达股份有限公司,2636,5,2,771
青岛海尔科技有限公司,firm,青岛海尔科技有限公司,2625,4,1,1159
珠海市魅族科技有限公司,firm,珠海市魅族科技有限公司,2618,10,1,998
中国平安财产保险股份有限公司,firm,中国平安财产保险股份有限公司,2605,4,1,780
马鞍山钢铁股份有限公司,firm,马鞍山钢铁股份有限公司,2603,13,1,463
烽火通信科技股份有限公司,firm,烽火通信科技股份有限公司,2578,13,1,432
徐州工程学院,univ,徐州工程学院,2567,14,1,355
太原科技大学,univ,太原科技大学,2565,16,1,400
新华三技术有限公司,firm,新华三技术有限公司,2564,6,1,624
深圳市金立通信设备有限公司,firm,深圳市金立通信设备有限公司,2550,6,1,742
江苏师范大学,univ,江苏师范大学,2537,10,1,436
中国民航大学,univ,中国民航大学,2519,13,1,487
国网福建省电力有限公司,firm,国网福建省电力有限公司,2490,9,1,414
山东钢铁股份有限公司,firm,山东钢铁股份有限公司,2475,10,1,403
美的集团股份有限公司,firm,美的集团股份有限公司,2475,11,1,377
中国科学院光电技术研究所,univ,中国科学院光电技术研究所,2465,14,1,354
群创光电股份有限公司,firm,群创光电股份有限公司,2447,24,3,257
内蒙古工业大学,univ,内蒙古工业大学,2446,15,1,654
佛山市顺德区美的洗涤电器制造有限公司,firm,佛山市顺德区美的洗涤电器制造有限公司,2440,8,1,575
青岛海信电器股份有限公司,firm,青岛海信电器股份有限公司,2439,10,1,590
西安石油大学,univ,西安石油大学,2433,9,1,422
集美大学,univ,集美大学,2430,16,1,451
东北石油大学,univ,东北石油大学,2424,14,1,341
广西科技大学,univ,广西科技大学,2418,11,1,502
中国航空工业集团公司西安飞机设计研究所,firm,中国航空工业集团公司西安飞机设计研究所,2415,9,1,486
中国科学院福建物质结构研究所,univ,中国科学院福建物质结构研究所,2409,16,1,260
厦门理工学院,univ,厦门理工学院,2407,14,1,355
苏州宝时得电动工具有限公司,firm,苏州宝时得电动工具有限公司,2404,13,1,256
成都新柯力化工科技有限公司,firm,成都新柯力化工科技有限公司,2398,7,1,891
浙江海洋学院,univ,浙江海洋学院,2394,9,1,746
武汉斗鱼网络科技有限公司,firm,武汉斗鱼网络科技有限公司,2386,3,1,1035
重庆科技学院,univ,重庆科技学院,2382,10,1,339
中国五冶集团有限公司,firm,中国五冶集团有限公司,2378,6,1,598
包头钢铁(集团)有限责任公司,firm,包头钢铁(集团)有限责任公司,2374,8,1,777
东北电力大学,univ,东北电力大学,2367,16,1,453
嘉兴学院,univ,嘉兴学院,2366,16,1,349
上海汽车集团股份有限公司,firm,上海汽车集团股份有限公司,2360,5,1,619
济南浪潮数据技术有限公司,firm,济南浪潮数据技术有限公司,2347,3,1,855
东风柳州汽车有限公司,firm,东风柳州汽车有限公司,2341,9,1,958
辽宁大学,univ,辽宁大学,2341,13,1,380
广西师范大学,univ,广西师范大学,2319,16,1,276
山西太钢不锈钢股份有限公司,firm,山西太钢不锈钢股份有限公司,2305,16,1,321
安徽师范大学,univ,安徽师范大学,2300,16,1,309
福建工程学院,univ,福建工程学院,2299,14,1,464
浙江舜宇光学有限公司,firm,浙江舜宇光学有限公司,2298,7,1,425
江铃汽车股份有限公司,firm,江铃汽车股份有限公司,2275,12,1,634
宏达国际电子股份有限公司,firm,宏达国际电子股份有限公司,2275,21,2,257
黑龙江大学,univ,黑龙江大学,2275,16,1,222
郑州大学第一附属医院,hospital,郑州大学第一附属医院,2273,6,1,704
中国人民解放军空军军医大学,univ,中国人民解放军空军军医大学,2271,4,1,724
中国电建集团华东勘测设计研究院有限公司,firm,中国电建集团华东勘测设计研究院有限公司,2266,5,1,691
大连工业大学,univ,大连工业大学,2262,16,1,307
青岛海尔股份有限公司,firm,青岛海尔股份有限公司,2261,5,1,605
安徽江淮汽车股份有限公司,firm,安徽江淮汽车股份有限公司,2259,6,1,824
烟台大学,univ,烟台大学,2254,15,1,609
浙江科技学院,univ,浙江科技学院,2245,11,1,399
