city,applicant,applicant_type_rough,patents,rank_baseline
济宁,兖矿集团有限公司,firm,16,4
济宁,贺成功,likely_individual,16,5
济宁,山东博特精工股份有限公司,firm,12,6
济宁,山东太阳纸业股份有限公司,firm,12,7
济宁,山东鲁抗辰欣药业有限公司,firm,12,8
济宁,山东省科学院激光研究所,research_institute,11,9
济宁,曲阜师范大学,university_or_college,11,10
济宁,刘宪福,likely_individual,10,11
济宁,孟凡英,likely_individual,10,12
济宁,曲阜市东宏实业有限公司,firm,10,13
济宁,菱花集团有限公司,firm,10,14
济宁,山东电力集团公司济宁供电公司,firm,9,15
济宁,唐志明,likely_individual,8,16
济宁,山东安能输送带橡胶有限公司,firm,8,17
济宁,济宁金百特工程机械有限公司,firm,8,18
济宁,丁行,likely_individual,7,19
济宁,山东鲁抗立科药物化学有限公司,firm,7,20
济源,河南豫光金铅股份有限公司,firm,17,1
济源,河南省电力公司济源供电公司,firm,9,2
济源,中原特钢股份有限公司,firm,7,3
济源,北京石晶光电科技股份有限公司济源分公司,firm,7,4
济源,河南豫光锌业有限公司,firm,5,5
济源,黄超,likely_individual,5,6
济源,河南神龙石油钻具有限公司,firm,4,7
济源,济源市贝迪地能中央空调设备有限公司,firm,4,8
济源,连德峰,likely_individual,4,9
济源,迪特克(济源)绿色生物科技有限公司,firm,4,10
济源,李界文,likely_individual,3,11
济源,河南清水源科技股份有限公司,firm,3,12
济源,唐文胜,likely_individual,2,13
济源,张全乐,likely_individual,2,14
济源,张晓群,likely_individual,2,15
济源,河南济源钢铁(集团)有限公司,firm,2,16
济源,济源优克电子材料有限公司,firm,2,17
济源,济源市万洋冶炼(集团)有限公司,firm,2,18
济源,济源市更新瓷料有限公司,firm,2,19
济源,马刘陈,likely_individual,2,20
海东,杨学青,likely_individual,4,1
海东,韦军,likely_individual,4,2
海东,平安鑫海资源开发有限公司,firm,2,3
海东,林建智,likely_individual,2,4
海东,韦守良,likely_individual,2,5
海东,加羊,likely_individual,1,6
海东,朱永文,likely_individual,1,7
海东,青海林丰农牧机械制造有限公司,firm,1,8
海东,马德明,likely_individual,1,9
海南藏族自治州,青海青海湖生物科技发展有限公司,firm,2,1
海南藏族自治州,旦巴颜排,likely_individual,1,2
海南藏族自治州,贵德县贵德清酒业有限责任公司,firm,1,3
海南藏族自治州,赵宏魁,likely_individual,1,4
海南藏族自治州,青海省青海湖药业有限公司,firm,1,5
海口,海南大学,university_or_college,96,1
海口,中国热带农业科学院热带生物技术研究所,research_institute,54,2
海口,海南美大制药有限公司,firm,47,3
海口,海南京润珍珠生物技术股份有限公司,firm,37,4
海口,王明,likely_individual,36,5
海口,陶灵刚,likely_individual,36,6
海口,王丽燕,likely_individual,29,7
海口,李平,likely_individual,28,8
海口,海南美兰史克制药有限公司,firm,28,9
海口,海南正业中农高科股份有限公司,firm,22,10
海口,海南永田药物研究院有限公司,firm,17,11
海口,刘全胜,likely_individual,15,12
海口,海南数尔药物研究有限公司,firm,15,13
海口,海南本创医药科技有限公司,firm,15,14
海口,海南碧凯药业有限公司,firm,15,15
海口,海南亚元防伪技术研究所,research_institute,14,16
海口,海南新中正制药有限公司,firm,14,17
海口,海口市制药厂有限公司,firm,13,18
海口,郝志艳,likely_individual,13,19
海口,胡建荣,likely_individual,12,20
海西蒙古族藏族自治州,青海中信国安科技发展有限公司,firm,3,1
海西蒙古族藏族自治州,刘恒志,likely_individual,2,2
海西蒙古族藏族自治州,青海盐湖工业集团股份有限公司,firm,2,3
海西蒙古族藏族自治州,刘阳,likely_individual,1,4
海西蒙古族藏族自治州,孔为军,likely_individual,1,5
海西蒙古族藏族自治州,格尔木同兴盐化有限公司,firm,1,6
海西蒙古族藏族自治州,田才让,likely_individual,1,7
海西蒙古族藏族自治州,茫崖兴元钾肥有限责任公司,firm,1,8
海西蒙古族藏族自治州,贾永财,likely_individual,1,9
海西蒙古族藏族自治州,青海中航资源有限公司,firm,1,10
海西蒙古族藏族自治州,青海碱业有限公司,firm,1,11
海西蒙古族藏族自治州,青海金锋实业有限公司,firm,1,12
海西蒙古族藏族自治州,高丽英,likely_individual,1,13
淄博,山东理工大学,university_or_college,337,1
淄博,山东东岳神舟新材料有限公司,firm,103,2
淄博,中国石油化工股份有限公司,firm,65,3
淄博,宋爱民,likely_individual,50,4
淄博,淄博高新区联创科技服务中心,other_org_or_unclear,45,5
淄博,陈久斌,likely_individual,34,6
淄博,山东超瑞施生物磁学工程技术研究中心,other_org_or_unclear,32,7
淄博,山东东大一诺威聚氨酯有限公司,firm,30,8
淄博,山东东岳高分子材料有限公司,firm,30,9
淄博,山东新华制药股份有限公司,firm,29,10
淄博,淄博兰雁集团有限责任公司,firm,26,11
淄博,山东新华医疗器械股份有限公司,firm,24,12
淄博,张红霞,likely_individual,22,13
淄博,鲁泰纺织股份有限公司,firm,19,14
淄博,山东淄博新达制药有限公司,firm,18,15
淄博,崔霖,likely_individual,17,16
淄博,山东申普汽车控制技术有限公司,firm,16,17
淄博,山东省药用玻璃股份有限公司,firm,15,18
淄博,淄博中轩生化有限公司,firm,15,19
淄博,中材高新材料股份有限公司,firm,14,20
淮北,冯世英,likely_individual,38,1
淮北,冯政,likely_individual,10,2
淮北,安徽宝迪肉类食品有限公司,firm,10,3
淮北,淮北煤炭师范学院,university_or_college,9,4
淮北,淮北中润生物能源技术开发有限公司,firm,7,5
淮北,朱松峰,likely_individual,5,6
淮北,淮北高罗输送装备有限公司,firm,5,7
淮北,孙晋欣,likely_individual,4,8
淮北,安徽省电力公司淮北供电公司,firm,4,9
淮北,淮北市协力重型机器有限责任公司,firm,4,10
淮北,孙明芹,likely_individual,3,11
淮北,安徽中意胶带有限责任公司,firm,3,12
淮北,安徽理士电池技术有限公司,firm,3,13
淮北,屈凤星,likely_individual,3,14
淮北,成善民,likely_individual,3,15
淮北,李明远,likely_individual,3,16
淮北,李晓秋,likely_individual,3,17
淮北,淮北钛钴新金属有限公司,firm,3,18
淮北,王恒,likely_individual,3,19
淮北,赵龙山,likely_individual,3,20
淮南,淮南矿业(集团)有限责任公司,firm,87,1
淮南,安徽理工大学,university_or_college,33,2
淮南,张春平,likely_individual,22,3
淮南,安徽淮化股份有限公司,firm,19,4
淮南,淮南润成科技有限公司,firm,17,5
淮南,夏凤义,likely_individual,7,6
淮南,中国电子科技集团公司第八研究所,research_institute,6,7
淮南,平安煤矿瓦斯治理国家工程研究中心有限责任公司,firm,6,8
淮南,淮南师范学院,university_or_college,6,9
淮南,安徽山河药用辅料股份有限公司,firm,5,10
淮南,淮南市华生鑫印刷包装机械有限公司,firm,5,11
淮南,淮南舜立机械有限责任公司,firm,5,12
淮南,薛爱民,likely_individual,5,13
淮南,安徽省电力公司淮南供电公司,firm,4,14
淮南,安徽中兴华汉机械有限公司,firm,3,15
淮南,安徽淮河化工股份有限公司,firm,3,16
淮南,杜江,likely_individual,3,17
淮南,淮南市通霸蓄电池有限公司,firm,3,18
淮南,煤矿瓦斯治理国家工程研究中心,other_org_or_unclear,3,19
淮南,中国化学工程第三建设有限公司,firm,2,20
淮安,淮阴工学院,university_or_college,110,1
淮安,许庆华,likely_individual,94,2
淮安,淮阴师范学院,university_or_college,40,3
淮安,杨青,likely_individual,36,4
淮安,韦星野,likely_individual,29,5
淮安,许盛英,likely_individual,28,6
淮安,韦加伟,likely_individual,23,7
淮安,凌怀宇,likely_individual,21,8
淮安,江苏理士电池有限公司,firm,21,9
淮安,贾剑,likely_individual,20,10
淮安,蒋文兰,likely_individual,19,11
淮安,江苏点金石凹土研究开发有限公司,firm,14,12
淮安,宏恒胜电子科技(淮安)有限公司,firm,13,13
淮安,徐金兰,likely_individual,12,14
淮安,解云,likely_individual,12,15
淮安,盱眙县科源新材料厂,firm,11,16
淮安,江苏沙钢集团淮钢特钢有限公司,firm,10,17
淮安,淮安万邦香料工业有限公司,firm,10,18
淮安,贾维珍,likely_individual,10,19
淮安,韦斌,likely_individual,10,20
深圳,中兴通讯股份有限公司,firm,15486,1
深圳,华为技术有限公司,firm,9186,2
深圳,鸿富锦精密工业(深圳)有限公司,firm,6969,3
深圳,比亚迪股份有限公司,firm,1702,4
深圳,深圳富泰宏精密工业有限公司,firm,1535,5
深圳,海洋王照明科技股份有限公司,firm,1439,6
深圳,深圳华为通信技术有限公司,firm,1083,7
深圳,腾讯科技(深圳)有限公司,firm,1003,8
深圳,华为终端有限公司,firm,965,9
深圳,康佳集团股份有限公司,firm,852,10
深圳,宇龙计算机通信科技(深圳)有限公司,firm,810,11
深圳,富准精密工业(深圳)有限公司,firm,666,12
深圳,金蝶软件(中国)有限公司,firm,510,13
深圳,深圳市同洲电子股份有限公司,firm,412,14
深圳,深圳TCL新技术有限公司,firm,306,15
深圳,深圳创维RGB电子有限公司,firm,298,16
深圳,深圳诺普信农化股份有限公司,firm,298,17
深圳,群康科技(深圳)有限公司,firm,292,18
深圳,晨星软件研发(深圳)有限公司,firm,276,19
深圳,富泰华工业(深圳)有限公司,firm,257,20
清远,练其辉,likely_individual,11,1
清远,广东先导稀有材料股份有限公司,firm,5,2
清远,朱成祥,likely_individual,5,3
清远,约克广州空调冷冻设备有限公司,firm,5,4
清远,清远市佳的美电子科技有限公司,firm,4,5
清远,清远市灵捷制造化工有限公司,firm,4,6
清远,蔡海华,likely_individual,4,7
清远,丽珠集团新北江制药股份有限公司,firm,3,8
清远,清远先导稀有材料有限公司,firm,3,9
清远,清远市建巢工业设计有限公司,firm,3,10
清远,先导(清远)稀有金属化工有限公司,firm,2,11
清远,吕敬桥,likely_individual,2,12
清远,孔水友,likely_individual,2,13
清远,广东聚石化学股份有限公司,firm,2,14
清远,日丰(清远)电子有限公司,firm,2,15
清远,清远嘉博制药有限公司,firm,2,16
清远,清远容大生物工程有限公司,firm,2,17
清远,清远海贝生物技术有限公司,firm,2,18
清远,英德佳纳金属科技有限公司,firm,2,19
清远,英德市奥胜新材料有限责任公司,firm,2,20
温州,温州医学院,university_or_college,120,1
温州,温州大学,university_or_college,111,2
温州,吴声震,likely_individual,50,3
温州,朱奎,likely_individual,46,4
温州,朱祚睿,likely_individual,36,5
温州,黄华道,likely_individual,29,6
温州,郑文秀,likely_individual,28,7
温州,陈仁多,likely_individual,24,8
温州,余哲锐,likely_individual,23,9
温州,温州宏丰电工合金有限公司,firm,23,10
温州,王建友,likely_individual,23,11
温州,何伟斌,likely_individual,20,12
温州,浙江正泰电器股份有限公司,firm,20,13
温州,温州医学院眼视光研究院,research_institute,20,14
温州,邹建仁,likely_individual,20,15
温州,张繁荣,likely_individual,19,16
温州,张文权,likely_individual,18,17
温州,瑞立集团瑞安汽车零部件有限公司,firm,17,18
温州,福达合金材料股份有限公司,firm,17,19
温州,王军,likely_individual,15,20
渭南,张少武,likely_individual,81,1
渭南,陕西韦尔奇作物保护有限公司,firm,43,2
渭南,陕西汤普森生物科技有限公司,firm,41,3
渭南,陕西蒲城县美邦农药有限责任公司,firm,23,4
渭南,陕西美邦农药有限公司,firm,11,5
渭南,陕西北人印刷机械有限责任公司,firm,10,6
渭南,中冶陕压重工设备有限公司,firm,5,7
渭南,陕西恒田化工有限公司,firm,5,8
渭南,刘天保,likely_individual,4,9
渭南,许朝辉,likely_individual,4,10
渭南,韩城市金太阳花椒油脂药料有限责任公司,firm,4,11
渭南,颜平安,likely_individual,4,12
渭南,颜平德,likely_individual,4,13
渭南,丁奇,likely_individual,3,14
渭南,何社明,likely_individual,3,15
渭南,刘增民,likely_individual,3,16
渭南,姚建国,likely_individual,3,17
渭南,梁长安,likely_individual,3,18
渭南,王秋绒,likely_individual,3,19
渭南,任稳,likely_individual,2,20
湖州,湖州来色生物基因工程有限公司,firm,48,1
湖州,董根荣,likely_individual,34,2
湖州,浙江世佳科技有限公司,firm,27,3
湖州,沈新荣,likely_individual,22,4
湖州,浙江升华拜克生物股份有限公司,firm,22,5
湖州,永大自行车料(湖州)有限公司,firm,20,6
湖州,浙江世友木业有限公司,firm,20,7
湖州,超威电源有限公司,firm,19,8
湖州,微宏动力系统(湖州)有限公司,firm,17,9
湖州,德华兔宝宝装饰新材股份有限公司,firm,17,10
湖州,董金奎,likely_individual,17,11
湖州,浙江省淡水水产研究所,research_institute,16,12
湖州,陈义忠,likely_individual,16,13
湖州,湖州太箭照明有限公司,firm,15,14
湖州,湖州电力局,other_org_or_unclear,15,15
湖州,钱尧翎,likely_individual,15,16
湖州,湖州机床厂有限公司,firm,14,17
湖州,钱俊,likely_individual,14,18
湖州,王中好,likely_individual,13,19
湖州,章体,likely_individual,13,20
湘潭,湘潭大学,university_or_college,169,1
湘潭,湖南科技大学,university_or_college,69,2
湘潭,湘潭电机股份有限公司,firm,33,3
湘潭,湖南华菱湘潭钢铁有限公司,firm,24,4
湘潭,湘电风能有限公司,firm,24,5
湘潭,江南机器(集团)有限公司,firm,23,6
湘潭,迅达科技集团股份有限公司,firm,15,7
湘潭,湖南工程学院,university_or_college,13,8
湘潭,肖公平,likely_individual,13,9
湘潭,湘潭平安电气有限公司,firm,11,10
湘潭,糜鹤云,likely_individual,9,11
湘潭,江麓机电科技有限公司,firm,8,12
湘潭,湖南天利恩泽太阳能科技有限公司,firm,8,13
湘潭,湖南恒润高科有限公司,firm,7,14
湘潭,湖南玉丰真空科学技术有限公司,firm,7,15
湘潭,钟汉光,likely_individual,7,16
湘潭,湖南振辉管业有限公司,firm,6,17
湘潭,湘电集团有限公司,firm,6,18
湘潭,王辉,likely_individual,6,19
湘潭,刘蒙榕,likely_individual,5,20
湘西土家族苗族自治州,吉首大学,university_or_college,19,1
湘西土家族苗族自治州,湘西自治州兴湘科技开发有限责任公司,firm,7,2
湘西土家族苗族自治州,湖南老爹农业科技开发股份有限公司,firm,6,3
湘西土家族苗族自治州,花垣县强桦矿业有限责任公司,firm,6,4
湘西土家族苗族自治州,湘西自治州矿产与新材料技术创新服务中心,other_org_or_unclear,5,5
湘西土家族苗族自治州,肖峰,likely_individual,4,6
湘西土家族苗族自治州,花垣恒远植物生化有限责任公司,firm,4,7
湘西土家族苗族自治州,保靖友丰锰业有限责任公司,firm,3,8
湘西土家族苗族自治州,向昌荣,likely_individual,3,9
湘西土家族苗族自治州,吴言发,likely_individual,3,10
湘西土家族苗族自治州,熊烈,likely_individual,3,11
湘西土家族苗族自治州,郑廷佩,likely_individual,3,12
湘西土家族苗族自治州,五矿(湖南)铁合金有限责任公司,firm,2,13
湘西土家族苗族自治州,刘鹏程,likely_individual,2,14
湘西土家族苗族自治州,吴启明,likely_individual,2,15
湘西土家族苗族自治州,周一波,likely_individual,2,16
湘西土家族苗族自治州,姚贤章,likely_individual,2,17
湘西土家族苗族自治州,湖南湘泉制药有限公司,firm,2,18
湘西土家族苗族自治州,湘西自治州奥瑞克医药化工有限责任公司,firm,2,19
湘西土家族苗族自治州,何兴兵,likely_individual,1,20
湛江,广东海洋大学,university_or_college,224,1
湛江,中国热带农业科学院农产品加工研究所,research_institute,33,2
湛江,洪涛,likely_individual,25,3
湛江,中国热带农业科学院南亚热带作物研究所,research_institute,21,4
湛江,广东医学院,university_or_college,15,5
湛江,张英华,likely_individual,15,6
湛江,湛江师范学院,university_or_college,14,7
湛江,广东恒兴集团有限公司,firm,11,8
湛江,冯建光,likely_individual,9,9
湛江,湛江胜浪海洋捕捞研究所,research_institute,9,10
湛江,湛江包装材料企业有限公司,firm,8,11
湛江,莫以贤,likely_individual,8,12
湛江,刘海云,likely_individual,7,13
湛江,周小萍,likely_individual,7,14
湛江,林荣恒,likely_individual,7,15
湛江,中国热带农业科学院农业机械研究所,research_institute,6,16
湛江,薛晓宁,likely_individual,5,17
湛江,广东粤海饲料集团有限公司,firm,4,18
湛江,湛江市聚鑫新能源有限公司,firm,4,19
湛江,湛江恒兴特种饲料有限公司,firm,4,20
滁州,博西华家用电器有限公司,firm,77,1
滁州,许修武,likely_individual,19,2
滁州,赵宽,likely_individual,16,3
滁州,万金林,likely_individual,15,4
滁州,安徽皖东化工有限公司,firm,6,5
滁州,滁州友林科技发展有限公司,firm,6,6
滁州,滁州君越高分子新材料有限公司,firm,6,7
滁州,滁州扬子必威中央空调有限公司,firm,6,8
滁州,安徽省实防新型玻璃科技有限公司,firm,5,9
滁州,明光市浩淼消防科技发展有限公司,firm,5,10
滁州,颜群,likely_individual,5,11
滁州,中国扬子集团滁州扬子空调器有限公司,firm,4,12
滁州,安徽康佳同创电器有限公司,firm,4,13
滁州,安徽省凤阳染料化工有限公司,firm,4,14
滁州,滁州扬子木业有限公司,firm,4,15
滁州,王学林,likely_individual,4,16
滁州,韦博夫,likely_individual,4,17
滁州,安徽省天马泵阀集团有限公司,firm,3,18
滁州,安徽省尚美精密机械科技有限公司,firm,3,19
滁州,安徽省电力公司滁州供电公司,firm,3,20
滨州,华纺股份有限公司,firm,19,1
滨州,山东京博控股发展有限公司,firm,19,2
滨州,山东滨州亚光毛巾有限公司,firm,15,3
滨州,西王集团有限公司,firm,15,4
滨州,邹平金刚新材料有限公司,firm,13,5
滨州,刘景斌,likely_individual,12,6
滨州,滨州学院,university_or_college,12,7
滨州,孙立华,likely_individual,11,8
滨州,山东滨州渤海活塞股份有限公司,firm,10,9
滨州,愉悦家纺有限公司,firm,9,10
滨州,陈建波,likely_individual,9,11
滨州,山东三星玉米产业科技有限公司,firm,8,12
滨州,路佃俊,likely_individual,8,13
滨州,孙立民,likely_individual,7,14
滨州,山东滨农科技有限公司,firm,7,15
滨州,孙莉,likely_individual,6,16
滨州,山东方兴科技开发有限公司,firm,6,17
滨州,山东电力集团公司滨州供电公司,firm,6,18
滨州,山东美罗福农化有限公司,firm,6,19
滨州,山东铁雄能源煤化有限公司,firm,6,20
漯河,世林(漯河)冶金设备有限公司,firm,18,1
漯河,际华三五一五皮革皮鞋有限公司,firm,12,2
漯河,河南中原轧辊有限公司,firm,6,3
漯河,关喜才,likely_individual,4,4
漯河,河南双汇投资发展股份有限公司,firm,4,5
漯河,河南省南街村(集团)有限公司,firm,4,6
漯河,河南省电力公司漯河供电公司,firm,4,7
漯河,漯河市利通橡胶有限公司,firm,4,8
漯河,漯河科莱堡洁具配件有限公司,firm,3,9
漯河,赵淑玲,likely_individual,3,10
漯河,赵秀卿,likely_individual,3,11
漯河,宋安林,likely_individual,2,12
漯河,杨中发,likely_individual,2,13
漯河,楚向前,likely_individual,2,14
漯河,河南中大生物工程有限公司,firm,2,15
漯河,河南天纳图生物科技有限公司,firm,2,16
漯河,漯河市兴茂钛业有限公司,firm,2,17
漯河,漯河市景恒冶金机械有限公司,firm,2,18
漯河,漯河市罗孚文具制造有限公司,firm,2,19
漯河,王许,likely_individual,2,20
漳州,卢能才,likely_individual,18,1
漳州,漳州万利达光催化科技有限公司,firm,17,2
漳州,福建南海食品有限公司,firm,13,3
漳州,漳州灿坤实业有限公司,firm,12,4
漳州,漳州片仔癀药业股份有限公司,firm,9,5
漳州,漳州国绿太阳能科技有限公司,firm,8,6
漳州,福建龙溪轴承(集团)股份有限公司,firm,8,7
漳州,胡枝清,likely_individual,8,8
漳州,黄得锋,likely_individual,8,9
漳州,余章军,likely_individual,7,10
漳州,漳州市麒麟电子有限公司,firm,7,11
漳州,福建富顺电子有限公司,firm,7,12
漳州,福建省东山县海魁水产集团有限公司,firm,6,13
漳州,翁文桂,likely_individual,6,14
漳州,杨锟,likely_individual,5,15
漳州,福建凯景钢铁开发有限公司,firm,5,16
漳州,龙海市奈特化工有限责任公司,firm,5,17
漳州,三实电器(漳州)有限公司,firm,4,18
漳州,周泽生,likely_individual,4,19
漳州,大闽食品(漳州)有限公司,firm,4,20
潍坊,歌尔声学股份有限公司,firm,54,1
潍坊,山东海龙股份有限公司,firm,49,2
潍坊,福田雷沃国际重工股份有限公司,firm,29,3
潍坊,潍柴动力股份有限公司,firm,28,4
潍坊,诸城市中泰机械有限公司,firm,23,5
潍坊,孚日集团股份有限公司,firm,19,6
潍坊,董宜昌,likely_individual,17,7
潍坊,薛文伟,likely_individual,17,8
潍坊,寿光市康跃增压器有限公司,firm,15,9
潍坊,山东梦金园珠宝首饰有限公司,firm,15,10
潍坊,山东美晨科技股份有限公司,firm,14,11
潍坊,山东俊富非织造材料有限公司,firm,13,12
潍坊,李祥啟,likely_individual,13,13
潍坊,山东潍坊福田模具有限责任公司,firm,12,14
潍坊,李昊,likely_individual,12,15
潍坊,潍坊学院,university_or_college,12,16
潍坊,山东佳士博食品有限公司,firm,11,17
潍坊,得利斯集团有限公司,firm,11,18
潍坊,王光顺,likely_individual,10,19
潍坊,诸城市大业金属制品有限责任公司,firm,10,20
潜江,湖北省天胶化工有限公司,firm,7,1
潜江,潜江市利荣红透天水产实业有限公司,firm,7,2
潜江,郭长安,likely_individual,5,3
潜江,郭惟,likely_individual,4,4
潜江,中国石化江汉油田分公司江汉采油厂,firm,2,5
潜江,汪昌瑞,likely_individual,2,6
潜江,湖北天进工贸有限公司,firm,2,7
潜江,潜江市知识产权协会,other_org_or_unclear,2,8
潜江,王丙军,likely_individual,2,9
潜江,邱氏湖北节能建材高新技术开发有限公司,firm,2,10
潜江,乔永成,likely_individual,1,11
潜江,刘思佳,likely_individual,1,12
潜江,叶江波,likely_individual,1,13
潜江,吴家兵,likely_individual,1,14
潜江,周学海,likely_individual,1,15
潜江,唐建宇,likely_individual,1,16
潜江,姚良新,likely_individual,1,17
潜江,廖昌文,likely_individual,1,18
潜江,李宏,likely_individual,1,19
潜江,李必华,likely_individual,1,20
潮州,韩山师范学院,university_or_college,13,1
潮州,广东宏兴集团股份有限公司宏兴制药厂,firm,7,2
潮州,潮州市三江电子有限公司,firm,7,3
潮州,臧乘誉,likely_individual,7,4
潮州,潮州三环(集团)股份有限公司,firm,6,5
潮州,广东四通集团有限公司,firm,5,6
潮州,卢锡义,likely_individual,4,7
潮州,邱凤阳,likely_individual,4,8
潮州,陈森全,likely_individual,4,9
潮州,余炳顺,likely_individual,3,10
潮州,吴焕清,likely_individual,3,11
潮州,广东长城集团股份有限公司,firm,3,12
潮州,潮州市晨歌电光源有限公司,firm,3,13
潮州,潮州正龙电池工业有限公司,firm,3,14
潮州,谢伟藩,likely_individual,3,15
潮州,陆奕歆,likely_individual,3,16
潮州,陈旭江,likely_individual,3,17
潮州,陈树喜,likely_individual,3,18
潮州,高鞫,likely_individual,3,19
潮州,伟业陶瓷有限公司,firm,2,20
澄迈县,海南利蒙特生物农药有限公司,firm,2,1
澄迈县,柯和昌,likely_individual,1,2
澄迈县,王廷标,likely_individual,1,3
澳门特别行政区,澳门科技大学,university_or_college,6,1
澳门特别行政区,谭国梁,likely_individual,6,2
澳门特别行政区,澳门大学,university_or_college,5,3
澳门特别行政区,谢庆,likely_individual,3,4
澳门特别行政区,陈嘉贤,likely_individual,3,5
澳门特别行政区,中部树脂化工有限公司,firm,2,6
澳门特别行政区,梁冠华,likely_individual,2,7
澳门特别行政区,澳门理工学院,university_or_college,2,8
澳门特别行政区,百富(澳门离岸商业服务)有限公司,firm,2,9
澳门特别行政区,康怡科技药业制造厂,firm,1,10
澳门特别行政区,李社远,likely_individual,1,11
澳门特别行政区,爱儿宝玩具有限公司,firm,1,12
澳门特别行政区,范彩云,likely_individual,1,13
澳门特别行政区,谭雪莹,likely_individual,1,14
澳门特别行政区,郑梁凯慈,likely_individual,1,15
澳门特别行政区,黄似兰,likely_individual,1,16
濮阳,河南省电力公司濮阳供电公司,firm,21,1
濮阳,濮阳贝英数控机械设备有限公司,firm,15,2
濮阳,王凤蕊,likely_individual,11,3
濮阳,上海华中药业有限公司,firm,10,4
濮阳,濮阳濮耐高温材料(集团)股份有限公司,firm,10,5
濮阳,翟庆军,likely_individual,10,6
濮阳,河南省长城特种润滑脂有限公司,firm,9,7
濮阳,濮阳市亚利机械制造有限公司,firm,9,8
濮阳,宏业生化股份有限公司,firm,8,9
濮阳,濮阳市天地人环保工程技术有限公司,firm,8,10
濮阳,河南宏业化工有限公司,firm,7,11
濮阳,濮阳市信宇石油机械化工有限公司,firm,7,12
濮阳,濮阳蔚林化工股份有限公司,firm,7,13
濮阳,王世锋,likely_individual,7,14
濮阳,河南巨烽生物能源开发有限公司,firm,6,15
濮阳,濮阳市诚信钻采助剂有限公司,firm,6,16
濮阳,濮阳惠成化工有限公司,firm,6,17
濮阳,濮阳泓天威药业有限公司,firm,6,18
濮阳,曹志才,likely_individual,5,19
濮阳,河南省中原大化集团有限责任公司,firm,5,20
烟台,李新民,likely_individual,94,1
烟台,招远市天星塑料制品厂,firm,89,2
烟台,鲁东大学,university_or_college,79,3
烟台,温永林,likely_individual,68,4
烟台,招远市鑫都标准件厂,firm,62,5
烟台,烟台海岸带可持续发展研究所,research_institute,50,6
烟台,烟台大学,university_or_college,47,7
烟台,李建远,likely_individual,40,8
烟台,宋树建,likely_individual,39,9
烟台,烟台龙源电力技术股份有限公司,firm,35,10
烟台,烟台万华聚氨酯股份有限公司,firm,34,11
烟台,冯益安,likely_individual,28,12
烟台,烟台德邦科技有限公司,firm,28,13
烟台,烟台金王礼品有限公司,firm,27,14
烟台,肖建选,likely_individual,27,15
烟台,烟台金王科贸有限公司,firm,26,16
烟台,中国人民解放军海军航空工程学院,university_or_college,24,17
烟台,中国科学院烟台海岸带研究所,research_institute,24,18
烟台,山东丽鹏股份有限公司,firm,23,19
烟台,刘方旭,likely_individual,22,20
焦作,河南理工大学,university_or_college,165,1
焦作,河南省电力公司焦作供电公司,firm,33,2
焦作,多氟多化工股份有限公司,firm,29,3
焦作,河南未来铝业(集团)有限公司,firm,24,4
焦作,孟州世博生物科技有限公司,firm,17,5
焦作,河南省中原内配股份有限公司,firm,16,6
焦作,焦作市卓立烫印材料有限公司,firm,15,7
焦作,焦作市怡园冷食有限公司,firm,15,8
焦作,邓振全,likely_individual,15,9
焦作,宋恒福,likely_individual,14,10
焦作,河南佰利联化学股份有限公司,firm,12,11
焦作,焦趁英,likely_individual,11,12
焦作,范琛,likely_individual,10,13
焦作,徐国平,likely_individual,8,14
焦作,殷德印,likely_individual,8,15
焦作,河南辅仁怀庆堂制药有限公司,firm,8,16
焦作,程长青,likely_individual,8,17
焦作,昊华宇航化工有限责任公司,firm,7,18
焦作,河南省江河纸业有限责任公司,firm,7,19
焦作,焦作健康元生物制品有限公司,firm,7,20
牡丹江,孟宪贵,likely_individual,8,1
牡丹江,牡丹江恒丰纸业股份有限公司,firm,8,2
牡丹江,孟杰,likely_individual,5,3
牡丹江,中国烟草总公司黑龙江省公司牡丹江烟草科学研究所,research_institute,4,4
牡丹江,张晓丹,likely_individual,4,5
牡丹江,林口信安建材板业有限公司,firm,4,6
牡丹江,牡丹江水力发电总厂,firm,4,7
牡丹江,郭贵仁,likely_individual,4,8
牡丹江,闫传东,likely_individual,4,9
牡丹江,黑龙江北方工具有限公司,firm,4,10
牡丹江,刘国忠,likely_individual,3,11
牡丹江,宋高臣,likely_individual,3,12
牡丹江,曹宏海,likely_individual,3,13
牡丹江,李新利,likely_individual,3,14
牡丹江,杨长河,likely_individual,3,15
牡丹江,牡丹江市红林化工有限责任公司,firm,3,16
牡丹江,牡丹江新闻传媒集团有限公司,firm,3,17
牡丹江,黑龙江省横道河子酿酒总厂,firm,3,18
牡丹江,丁宝太,likely_individual,2,19
牡丹江,俞在波,likely_individual,2,20
玉林,广西玉柴机器股份有限公司,firm,105,1
玉林,李宏江,likely_individual,12,2
玉林,广西玉柴重工有限公司,firm,5,3
玉林,庞己人,likely_individual,5,4
玉林,梁玉泉,likely_individual,5,5
玉林,郭伟,likely_individual,5,6
玉林,唐悦,likely_individual,4,7
玉林,广西汽牛农业机械有限公司,firm,4,8
玉林,李成,likely_individual,3,9
玉林,温益雄,likely_individual,3,10
玉林,玉林伟镍科技矿冶有限公司,firm,3,11
玉林,玉林市骨科医院,hospital,3,12
玉林,黄锦熙,likely_individual,3,13
