city,year,province,broadband_china_pilot,smart_city_pilot,bigdata_comprehensive_pilot,innovative_city_pilot,national_hightech_zone,ip_demo_city,information_consumption_pilot,ecommerce_demo_city,policy_source_note
三亚,2013,海南省,0,0,0,0,0,0,0,0,
三亚,2014,海南省,0,0,0,0,0,0,0,0,
三亚,2015,海南省,0,0,0,0,0,0,0,0,
三亚,2016,海南省,0,0,0,0,0,0,0,0,
三亚,2017,海南省,0,0,0,0,0,0,0,0,
三亚,2018,海南省,0,0,0,0,0,0,0,0,
三亚,2019,海南省,0,0,0,0,0,0,0,0,
三亚,2020,海南省,0,0,0,0,0,0,0,0,
三亚,2021,海南省,0,0,0,0,0,0,0,0,
三亚,2022,海南省,0,0,0,0,0,0,0,0,
三亚,2023,海南省,0,0,0,0,0,0,0,0,
三明,2008,福建省,0,0,0,0,0,0,0,0,
三明,2009,福建省,0,0,0,0,0,0,0,0,
三明,2010,福建省,0,0,0,0,0,0,0,0,
三明,2011,福建省,0,0,0,0,0,0,0,0,
三明,2012,福建省,0,0,0,0,0,0,0,0,
三明,2013,福建省,0,0,0,0,0,0,0,0,
三明,2014,福建省,0,0,0,0,0,0,0,0,
三明,2015,福建省,0,0,0,0,0,0,0,0,
三明,2016,福建省,0,0,0,0,0,0,0,0,
三明,2017,福建省,0,0,0,0,0,0,0,0,
三明,2018,福建省,0,0,0,0,0,0,0,0,
三明,2019,福建省,0,0,0,0,0,0,0,0,
三明,2020,福建省,0,0,0,0,0,0,0,0,
三明,2021,福建省,0,0,0,0,0,0,0,0,
三明,2022,福建省,0,0,0,0,0,0,0,0,
三明,2023,福建省,0,0,0,0,0,0,0,0,
三沙,2017,,0,0,0,0,0,0,0,0,
三沙,2020,,0,0,0,0,0,0,0,0,
三沙,2021,,0,0,0,0,0,0,0,0,
三沙,2022,,0,0,0,0,0,0,0,0,
三沙,2023,,0,0,0,0,0,0,0,0,
三门峡,2008,河南省,0,0,0,0,0,0,0,0,
三门峡,2009,河南省,0,0,0,0,0,0,0,0,
三门峡,2010,河南省,0,0,0,0,0,0,0,0,
三门峡,2011,河南省,0,0,0,0,0,0,0,0,
三门峡,2012,河南省,0,0,0,0,0,0,0,0,
三门峡,2013,河南省,0,0,0,0,0,0,0,0,
三门峡,2014,河南省,0,0,0,0,0,0,0,0,
三门峡,2015,河南省,0,0,0,0,0,0,0,0,
三门峡,2016,河南省,0,0,0,0,0,0,0,0,
三门峡,2017,河南省,0,0,0,0,0,0,0,0,
三门峡,2018,河南省,0,0,0,0,0,0,0,0,
三门峡,2019,河南省,0,0,0,0,0,0,0,0,
三门峡,2020,河南省,0,0,0,0,0,0,0,0,
三门峡,2021,河南省,0,0,0,0,0,0,0,0,
三门峡,2022,河南省,0,0,0,0,0,0,0,0,
三门峡,2023,河南省,0,0,0,0,0,0,0,0,
上海,2008,上海,0,0,0,0,0,0,0,0,
上海,2009,上海,0,0,0,0,0,0,0,0,
上海,2010,上海,0,0,0,0,0,0,0,0,
上海,2011,上海,0,0,0,0,0,0,0,0,
上海,2012,上海,0,0,0,0,0,0,0,0,
上海,2013,上海,0,0,0,0,0,0,0,0,
上海,2014,上海,1,0,0,0,0,0,0,0,broadband_china_pilot:2014;
上海,2015,上海,1,0,0,0,0,0,0,0,broadband_china_pilot:2014;
上海,2016,上海,1,0,1,1,0,0,0,0,broadband_china_pilot:2014;innovative_city_pilot:2016;bigdata_comprehensive_pilot:2016;
上海,2017,上海,1,0,1,1,0,0,0,0,broadband_china_pilot:2014;innovative_city_pilot:2016;bigdata_comprehensive_pilot:2016;
上海,2018,上海,1,0,1,1,0,0,0,0,broadband_china_pilot:2014;innovative_city_pilot:2016;bigdata_comprehensive_pilot:2016;
上海,2019,上海,1,0,1,1,0,0,0,0,broadband_china_pilot:2014;innovative_city_pilot:2016;bigdata_comprehensive_pilot:2016;
上海,2020,上海,1,0,1,1,0,0,0,0,broadband_china_pilot:2014;innovative_city_pilot:2016;bigdata_comprehensive_pilot:2016;
上海,2021,上海,1,0,1,1,0,0,0,0,broadband_china_pilot:2014;innovative_city_pilot:2016;bigdata_comprehensive_pilot:2016;
上海,2022,上海,1,0,1,1,0,0,0,0,broadband_china_pilot:2014;innovative_city_pilot:2016;bigdata_comprehensive_pilot:2016;
上海,2023,上海,1,0,1,1,0,0,0,0,broadband_china_pilot:2014;innovative_city_pilot:2016;bigdata_comprehensive_pilot:2016;
上饶,2008,江西省,0,0,0,0,0,0,0,0,
上饶,2009,江西省,0,0,0,0,0,0,0,0,
上饶,2010,江西省,0,0,0,0,0,0,0,0,
上饶,2011,江西省,0,0,0,0,0,0,0,0,
上饶,2012,江西省,0,0,0,0,0,0,0,0,
上饶,2013,江西省,0,0,0,0,0,0,0,0,
上饶,2014,江西省,1,0,0,0,0,0,0,0,broadband_china_pilot:2014;
上饶,2015,江西省,1,0,0,0,0,0,0,0,broadband_china_pilot:2014;
上饶,2016,江西省,1,0,0,0,0,0,0,0,broadband_china_pilot:2014;
上饶,2017,江西省,1,0,0,0,0,0,0,0,broadband_china_pilot:2014;
上饶,2018,江西省,1,0,0,0,0,0,0,0,broadband_china_pilot:2014;
上饶,2019,江西省,1,0,0,0,0,0,0,0,broadband_china_pilot:2014;
上饶,2020,江西省,1,0,0,0,0,0,0,0,broadband_china_pilot:2014;
上饶,2021,江西省,1,0,0,0,0,0,0,0,broadband_china_pilot:2014;
上饶,2022,江西省,1,0,0,0,0,0,0,0,broadband_china_pilot:2014;
上饶,2023,江西省,1,0,0,0,0,0,0,0,broadband_china_pilot:2014;
东方,2008,,0,0,0,0,0,0,0,0,
东方,2010,,0,0,0,0,0,0,0,0,
东方,2011,,0,0,0,0,0,0,0,0,
东方,2012,,0,0,0,0,0,0,0,0,
东方,2013,,0,0,0,0,0,0,0,0,
东方,2014,,0,0,0,0,0,0,0,0,
东方,2015,,0,0,0,0,0,0,0,0,
东方,2016,,0,0,0,0,0,0,0,0,
东方,2017,,0,0,0,0,0,0,0,0,
东方,2018,,0,0,0,0,0,0,0,0,
东方,2019,,0,0,0,0,0,0,0,0,
东方,2020,,0,0,0,0,0,0,0,0,
东方,2021,,0,0,0,0,0,0,0,0,
东方,2022,,0,0,0,0,0,0,0,0,
东方,2023,,0,0,0,0,0,0,0,0,
东莞,2008,广东省,0,0,0,0,0,0,0,0,
东莞,2009,广东省,0,0,0,0,0,0,0,0,
东莞,2010,广东省,0,0,0,0,0,0,0,0,
东莞,2011,广东省,0,0,0,0,0,0,0,0,
东莞,2012,广东省,0,0,0,0,0,0,0,0,
东莞,2013,广东省,0,0,0,0,0,1,0,0,ip_demo_city:2013;
东莞,2014,广东省,0,0,0,0,0,1,0,0,ip_demo_city:2013;
东莞,2015,广东省,1,0,0,0,0,1,0,0,broadband_china_pilot:2015;ip_demo_city:2013;
东莞,2016,广东省,1,0,1,0,0,1,0,0,broadband_china_pilot:2015;bigdata_comprehensive_pilot:2016;ip_demo_city:2013;
东莞,2017,广东省,1,0,1,0,0,1,0,0,broadband_china_pilot:2015;bigdata_comprehensive_pilot:2016;ip_demo_city:2013;
东莞,2018,广东省,1,0,1,1,0,1,0,0,broadband_china_pilot:2015;innovative_city_pilot:2018;bigdata_comprehensive_pilot:2016;ip_demo_city:2013;
东莞,2019,广东省,1,0,1,1,0,1,0,0,broadband_china_pilot:2015;innovative_city_pilot:2018;bigdata_comprehensive_pilot:2016;ip_demo_city:2013;
东莞,2020,广东省,1,0,1,1,0,1,0,0,broadband_china_pilot:2015;innovative_city_pilot:2018;bigdata_comprehensive_pilot:2016;ip_demo_city:2013;
东莞,2021,广东省,1,0,1,1,0,1,0,0,broadband_china_pilot:2015;innovative_city_pilot:2018;bigdata_comprehensive_pilot:2016;ip_demo_city:2013;
东莞,2022,广东省,1,0,1,1,0,1,0,0,broadband_china_pilot:2015;innovative_city_pilot:2018;bigdata_comprehensive_pilot:2016;ip_demo_city:2013;
东莞,2023,广东省,1,0,1,1,0,1,0,0,broadband_china_pilot:2015;innovative_city_pilot:2018;bigdata_comprehensive_pilot:2016;ip_demo_city:2013;
东营,2008,山东省,0,0,0,0,0,0,0,0,
东营,2009,山东省,0,0,0,0,0,0,0,0,
东营,2010,山东省,0,0,0,0,0,0,0,0,
东营,2011,山东省,0,0,0,0,0,0,0,0,
东营,2012,山东省,0,0,0,0,0,1,0,0,ip_demo_city:2012;
东营,2013,山东省,0,0,0,0,0,1,0,0,ip_demo_city:2012;
东营,2014,山东省,0,0,0,0,0,1,0,0,ip_demo_city:2012;
东营,2015,山东省,1,0,0,0,0,1,0,0,broadband_china_pilot:2015;ip_demo_city:2012;
东营,2016,山东省,1,0,0,0,0,1,0,0,broadband_china_pilot:2015;ip_demo_city:2012;
东营,2017,山东省,1,0,0,0,0,1,0,0,broadband_china_pilot:2015;ip_demo_city:2012;
东营,2018,山东省,1,0,0,1,0,1,0,0,broadband_china_pilot:2015;innovative_city_pilot:2018;ip_demo_city:2012;
东营,2019,山东省,1,0,0,1,0,1,0,0,broadband_china_pilot:2015;innovative_city_pilot:2018;ip_demo_city:2012;
东营,2020,山东省,1,0,0,1,0,1,0,0,broadband_china_pilot:2015;innovative_city_pilot:2018;ip_demo_city:2012;
东营,2021,山东省,1,0,0,1,0,1,0,0,broadband_china_pilot:2015;innovative_city_pilot:2018;ip_demo_city:2012;
东营,2022,山东省,1,0,0,1,0,1,0,0,broadband_china_pilot:2015;innovative_city_pilot:2018;ip_demo_city:2012;
东营,2023,山东省,1,0,0,1,0,1,0,0,broadband_china_pilot:2015;innovative_city_pilot:2018;ip_demo_city:2012;
中卫,2008,宁夏回族自治区,0,0,0,0,0,0,0,0,
中卫,2009,宁夏回族自治区,0,0,0,0,0,0,0,0,
中卫,2010,宁夏回族自治区,0,0,0,0,0,0,0,0,
中卫,2011,宁夏回族自治区,0,0,0,0,0,0,0,0,
中卫,2012,宁夏回族自治区,0,0,0,0,0,0,0,0,
中卫,2013,宁夏回族自治区,0,0,0,0,0,0,0,0,
中卫,2014,宁夏回族自治区,0,0,0,0,0,0,0,0,
中卫,2015,宁夏回族自治区,1,0,0,0,0,0,0,0,broadband_china_pilot:2015;
中卫,2016,宁夏回族自治区,1,0,0,0,0,0,0,0,broadband_china_pilot:2015;
中卫,2017,宁夏回族自治区,1,0,0,0,0,0,0,0,broadband_china_pilot:2015;
中卫,2018,宁夏回族自治区,1,0,0,0,0,0,0,0,broadband_china_pilot:2015;
中卫,2019,宁夏回族自治区,1,0,0,0,0,0,0,0,broadband_china_pilot:2015;
中卫,2020,宁夏回族自治区,1,0,0,0,0,0,0,0,broadband_china_pilot:2015;
中卫,2021,宁夏回族自治区,1,0,0,0,0,0,0,0,broadband_china_pilot:2015;
中卫,2022,宁夏回族自治区,1,0,0,0,0,0,0,0,broadband_china_pilot:2015;
中卫,2023,宁夏回族自治区,1,0,0,0,0,0,0,0,broadband_china_pilot:2015;
中山,2008,广东省,0,0,0,0,0,0,0,0,
中山,2009,广东省,0,0,0,0,0,0,0,0,
中山,2010,广东省,0,0,0,0,0,0,0,0,
中山,2011,广东省,0,0,0,0,0,0,0,0,
中山,2012,广东省,0,0,0,0,0,0,0,0,
中山,2013,广东省,0,0,0,0,0,0,0,0,
中山,2014,广东省,1,0,0,0,0,0,0,0,broadband_china_pilot:2014;
中山,2015,广东省,1,0,0,0,0,0,0,0,broadband_china_pilot:2014;
中山,2016,广东省,1,0,1,0,0,0,0,0,broadband_china_pilot:2014;bigdata_comprehensive_pilot:2016;
中山,2017,广东省,1,0,1,0,0,0,0,0,broadband_china_pilot:2014;bigdata_comprehensive_pilot:2016;
中山,2018,广东省,1,0,1,0,0,0,0,0,broadband_china_pilot:2014;bigdata_comprehensive_pilot:2016;
中山,2019,广东省,1,0,1,0,0,0,0,0,broadband_china_pilot:2014;bigdata_comprehensive_pilot:2016;
中山,2020,广东省,1,0,1,0,0,0,0,0,broadband_china_pilot:2014;bigdata_comprehensive_pilot:2016;
中山,2021,广东省,1,0,1,0,0,0,0,0,broadband_china_pilot:2014;bigdata_comprehensive_pilot:2016;
中山,2022,广东省,1,0,1,0,0,0,0,0,broadband_china_pilot:2014;bigdata_comprehensive_pilot:2016;
中山,2023,广东省,1,0,1,0,0,0,0,0,broadband_china_pilot:2014;bigdata_comprehensive_pilot:2016;
临夏,2017,,0,0,0,0,0,0,0,0,
临夏,2019,,0,0,0,0,0,0,0,0,
临夏,2020,,0,0,0,0,0,0,0,0,
临夏,2021,,0,0,0,0,0,0,0,0,
临夏,2022,,0,0,0,0,0,0,0,0,
临夏,2023,,0,0,0,0,0,0,0,0,
临夏回族自治州,2008,,0,0,0,0,0,0,0,0,
临夏回族自治州,2009,,0,0,0,0,0,0,0,0,
临夏回族自治州,2010,,0,0,0,0,0,0,0,0,
临夏回族自治州,2011,,0,0,0,0,0,0,0,0,
临夏回族自治州,2012,,0,0,0,0,0,0,0,0,
临夏回族自治州,2013,,0,0,0,0,0,0,0,0,
临夏回族自治州,2014,,0,0,0,0,0,0,0,0,
临夏回族自治州,2015,,0,0,0,0,0,0,0,0,
临夏回族自治州,2016,,0,0,0,0,0,0,0,0,
临夏回族自治州,2017,,0,0,0,0,0,0,0,0,
临夏回族自治州,2018,,0,0,0,0,0,0,0,0,
临夏回族自治州,2019,,0,0,0,0,0,0,0,0,
临夏回族自治州,2020,,0,0,0,0,0,0,0,0,
临夏回族自治州,2021,,0,0,0,0,0,0,0,0,
临夏回族自治州,2022,,0,0,0,0,0,0,0,0,
临夏回族自治州,2023,,0,0,0,0,0,0,0,0,
临汾,2008,山西省,0,0,0,0,0,0,0,0,
临汾,2009,山西省,0,0,0,0,0,0,0,0,
临汾,2010,山西省,0,0,0,0,0,0,0,0,
临汾,2011,山西省,0,0,0,0,0,0,0,0,
临汾,2012,山西省,0,0,0,0,0,0,0,0,
临汾,2013,山西省,0,0,0,0,0,0,0,0,
临汾,2014,山西省,0,0,0,0,0,0,0,0,
临汾,2015,山西省,0,0,0,0,0,0,0,0,
临汾,2016,山西省,0,0,0,0,0,0,0,0,
临汾,2017,山西省,0,0,0,0,0,0,0,0,
临汾,2018,山西省,0,0,0,0,0,0,0,0,
临汾,2019,山西省,0,0,0,0,0,0,0,0,
临汾,2020,山西省,0,0,0,0,0,0,0,0,
临汾,2021,山西省,0,0,0,0,0,0,0,0,
临汾,2022,山西省,0,0,0,0,0,0,0,0,
临汾,2023,山西省,0,0,0,0,0,0,0,0,
临沂,2008,山东省,0,0,0,0,0,0,0,0,
临沂,2009,山东省,0,0,0,0,0,0,0,0,
临沂,2010,山东省,0,0,0,0,0,0,0,0,
临沂,2011,山东省,0,0,0,0,0,0,0,0,
临沂,2012,山东省,0,0,0,0,0,0,0,0,
临沂,2013,山东省,0,0,0,0,0,0,0,0,
临沂,2014,山东省,1,0,0,0,0,0,0,0,broadband_china_pilot:2014;
临沂,2015,山东省,1,0,0,0,0,0,0,0,broadband_china_pilot:2014;
临沂,2016,山东省,1,0,0,0,0,0,0,0,broadband_china_pilot:2014;
临沂,2017,山东省,1,0,0,0,0,0,0,0,broadband_china_pilot:2014;
临沂,2018,山东省,1,0,0,0,0,0,0,0,broadband_china_pilot:2014;
临沂,2019,山东省,1,0,0,0,0,0,0,0,broadband_china_pilot:2014;
临沂,2020,山东省,1,0,0,0,0,0,0,0,broadband_china_pilot:2014;
临沂,2021,山东省,1,0,0,0,0,0,0,0,broadband_china_pilot:2014;
临沂,2022,山东省,1,0,0,0,0,0,0,0,broadband_china_pilot:2014;
临沂,2023,山东省,1,0,0,0,0,0,0,0,broadband_china_pilot:2014;
临沧,2008,云南省,0,0,0,0,0,0,0,0,
临沧,2009,云南省,0,0,0,0,0,0,0,0,
临沧,2010,云南省,0,0,0,0,0,0,0,0,
临沧,2011,云南省,0,0,0,0,0,0,0,0,
临沧,2012,云南省,0,0,0,0,0,0,0,0,
临沧,2013,云南省,0,0,0,0,0,0,0,0,
临沧,2014,云南省,0,0,0,0,0,0,0,0,
临沧,2015,云南省,0,0,0,0,0,0,0,0,
临沧,2016,云南省,0,0,0,0,0,0,0,0,
临沧,2017,云南省,0,0,0,0,0,0,0,0,
临沧,2018,云南省,0,0,0,0,0,0,0,0,
临沧,2019,云南省,0,0,0,0,0,0,0,0,
临沧,2020,云南省,0,0,0,0,0,0,0,0,
临沧,2021,云南省,0,0,0,0,0,0,0,0,
临沧,2022,云南省,0,0,0,0,0,0,0,0,
临沧,2023,云南省,0,0,0,0,0,0,0,0,
临高,2017,,0,0,0,0,0,0,0,0,
临高,2022,,0,0,0,0,0,0,0,0,
临高,2023,,0,0,0,0,0,0,0,0,
临高县,2010,,0,0,0,0,0,0,0,0,
临高县,2011,,0,0,0,0,0,0,0,0,
临高县,2016,,0,0,0,0,0,0,0,0,
临高县,2017,,0,0,0,0,0,0,0,0,
临高县,2018,,0,0,0,0,0,0,0,0,
临高县,2019,,0,0,0,0,0,0,0,0,
临高县,2020,,0,0,0,0,0,0,0,0,
临高县,2021,,0,0,0,0,0,0,0,0,
临高县,2022,,0,0,0,0,0,0,0,0,
临高县,2023,,0,0,0,0,0,0,0,0,
丹东,2008,辽宁省,0,0,0,0,0,0,0,0,
丹东,2009,辽宁省,0,0,0,0,0,0,0,0,
丹东,2010,辽宁省,0,0,0,0,0,0,0,0,
丹东,2011,辽宁省,0,0,0,0,0,0,0,0,
丹东,2012,辽宁省,0,0,0,0,0,0,0,0,
丹东,2013,辽宁省,0,0,0,0,0,0,0,0,
丹东,2014,辽宁省,0,0,0,0,0,0,0,0,
丹东,2015,辽宁省,0,0,0,0,0,0,0,0,
丹东,2016,辽宁省,0,0,0,0,0,0,0,0,
丹东,2017,辽宁省,0,0,0,0,0,0,0,0,
丹东,2018,辽宁省,0,0,0,0,0,0,0,0,
丹东,2019,辽宁省,0,0,0,0,0,0,0,0,
丹东,2020,辽宁省,0,0,0,0,0,0,0,0,
丹东,2021,辽宁省,0,0,0,0,0,0,0,0,
丹东,2022,辽宁省,0,0,0,0,0,0,0,0,
丹东,2023,辽宁省,0,0,0,0,0,0,0,0,
丽水,2008,浙江省,0,0,0,0,0,0,0,0,
丽水,2009,浙江省,0,0,0,0,0,0,0,0,
丽水,2010,浙江省,0,0,0,0,0,0,0,0,
丽水,2011,浙江省,0,0,0,0,0,0,0,0,
丽水,2012,浙江省,0,0,0,0,0,0,0,0,
丽水,2013,浙江省,0,0,0,0,0,0,0,0,
丽水,2014,浙江省,0,0,0,0,0,0,0,0,
丽水,2015,浙江省,0,0,0,0,0,0,0,0,
丽水,2016,浙江省,0,0,0,0,0,0,0,0,
丽水,2017,浙江省,0,0,0,0,0,0,0,0,
丽水,2018,浙江省,0,0,0,0,0,0,0,0,
丽水,2019,浙江省,0,0,0,0,0,0,0,0,
丽水,2020,浙江省,0,0,0,0,0,0,0,0,
丽水,2021,浙江省,0,0,0,0,0,0,0,0,
丽水,2022,浙江省,0,0,0,0,0,0,0,0,
丽水,2023,浙江省,0,0,0,0,0,0,0,0,
丽江,2008,云南省,0,0,0,0,0,0,0,0,
丽江,2009,云南省,0,0,0,0,0,0,0,0,
丽江,2010,云南省,0,0,0,0,0,0,0,0,
丽江,2011,云南省,0,0,0,0,0,0,0,0,
丽江,2012,云南省,0,0,0,0,0,0,0,0,
丽江,2013,云南省,0,0,0,0,0,0,0,0,
丽江,2014,云南省,0,0,0,0,0,0,0,0,
丽江,2015,云南省,0,0,0,0,0,0,0,0,
丽江,2016,云南省,0,0,0,0,0,0,0,0,
丽江,2017,云南省,0,0,0,0,0,0,0,0,
丽江,2018,云南省,0,0,0,0,0,0,0,0,
丽江,2019,云南省,0,0,0,0,0,0,0,0,
丽江,2020,云南省,0,0,0,0,0,0,0,0,
丽江,2021,云南省,0,0,0,0,0,0,0,0,
丽江,2022,云南省,0,0,0,0,0,0,0,0,
丽江,2023,云南省,0,0,0,0,0,0,0,0,
乌兰察布,2008,内蒙古自治区,0,0,0,0,0,0,0,0,
乌兰察布,2009,内蒙古自治区,0,0,0,0,0,0,0,0,
乌兰察布,2010,内蒙古自治区,0,0,0,0,0,0,0,0,
乌兰察布,2011,内蒙古自治区,0,0,0,0,0,0,0,0,
乌兰察布,2012,内蒙古自治区,0,0,0,0,0,0,0,0,
乌兰察布,2013,内蒙古自治区,0,0,0,0,0,0,0,0,
乌兰察布,2014,内蒙古自治区,0,0,0,0,0,0,0,0,
乌兰察布,2015,内蒙古自治区,0,0,0,0,0,0,0,0,
乌兰察布,2016,内蒙古自治区,0,0,0,0,0,0,0,0,
乌兰察布,2017,内蒙古自治区,0,0,0,0,0,0,0,0,
乌兰察布,2018,内蒙古自治区,0,0,0,0,0,0,0,0,
乌兰察布,2019,内蒙古自治区,0,0,0,0,0,0,0,0,
乌兰察布,2020,内蒙古自治区,0,0,0,0,0,0,0,0,
乌兰察布,2021,内蒙古自治区,0,0,0,0,0,0,0,0,
乌兰察布,2022,内蒙古自治区,0,0,0,0,0,0,0,0,
乌兰察布,2023,内蒙古自治区,0,0,0,0,0,0,0,0,
乌海,2008,内蒙古自治区,0,0,0,0,0,0,0,0,
乌海,2009,内蒙古自治区,0,0,0,0,0,0,0,0,
乌海,2010,内蒙古自治区,0,0,0,0,0,0,0,0,
乌海,2011,内蒙古自治区,0,0,0,0,0,0,0,0,
乌海,2012,内蒙古自治区,0,0,0,0,0,0,0,0,
乌海,2013,内蒙古自治区,0,0,0,0,0,0,0,0,
乌海,2014,内蒙古自治区,0,0,0,0,0,0,0,0,
乌海,2015,内蒙古自治区,0,0,0,0,0,0,0,0,
乌海,2016,内蒙古自治区,1,0,0,0,0,0,0,0,broadband_china_pilot:2016;
乌海,2017,内蒙古自治区,1,0,0,0,0,0,0,0,broadband_china_pilot:2016;
乌海,2018,内蒙古自治区,1,0,0,0,0,0,0,0,broadband_china_pilot:2016;
乌海,2019,内蒙古自治区,1,0,0,0,0,0,0,0,broadband_china_pilot:2016;
乌海,2020,内蒙古自治区,1,0,0,0,0,0,0,0,broadband_china_pilot:2016;
乌海,2021,内蒙古自治区,1,0,0,0,0,0,0,0,broadband_china_pilot:2016;
乌海,2022,内蒙古自治区,1,0,0,0,0,0,0,0,broadband_china_pilot:2016;
乌海,2023,内蒙古自治区,1,0,0,0,0,0,0,0,broadband_china_pilot:2016;
乌鲁木齐,2008,新疆维吾尔自治区,0,0,0,0,0,0,0,0,
乌鲁木齐,2009,新疆维吾尔自治区,0,0,0,0,0,0,0,0,
乌鲁木齐,2010,新疆维吾尔自治区,0,0,0,0,0,0,0,0,
乌鲁木齐,2011,新疆维吾尔自治区,0,0,0,0,0,0,0,0,
乌鲁木齐,2012,新疆维吾尔自治区,0,0,0,0,0,0,0,0,
乌鲁木齐,2013,新疆维吾尔自治区,0,0,0,0,0,0,0,0,
乌鲁木齐,2014,新疆维吾尔自治区,0,0,0,0,0,0,0,0,
乌鲁木齐,2015,新疆维吾尔自治区,0,0,0,0,0,0,0,0,
乌鲁木齐,2016,新疆维吾尔自治区,0,0,0,1,0,0,0,0,innovative_city_pilot:2016;
乌鲁木齐,2017,新疆维吾尔自治区,0,0,0,1,0,0,0,0,innovative_city_pilot:2016;
乌鲁木齐,2018,新疆维吾尔自治区,0,0,0,1,0,0,0,0,innovative_city_pilot:2016;
乌鲁木齐,2019,新疆维吾尔自治区,0,0,0,1,0,0,0,0,innovative_city_pilot:2016;
乌鲁木齐,2020,新疆维吾尔自治区,0,0,0,1,0,0,0,0,innovative_city_pilot:2016;
乌鲁木齐,2021,新疆维吾尔自治区,0,0,0,1,0,0,0,0,innovative_city_pilot:2016;
乌鲁木齐,2022,新疆维吾尔自治区,0,0,0,1,0,0,0,0,innovative_city_pilot:2016;
乌鲁木齐,2023,新疆维吾尔自治区,0,0,0,1,0,0,0,0,innovative_city_pilot:2016;
乐东,2018,,0,0,0,0,0,0,0,0,
乐东,2021,,0,0,0,0,0,0,0,0,
乐东,2022,,0,0,0,0,0,0,0,0,
乐东,2023,,0,0,0,0,0,0,0,0,
乐东黎族自治县,2010,,0,0,0,0,0,0,0,0,
乐东黎族自治县,2011,,0,0,0,0,0,0,0,0,
乐东黎族自治县,2012,,0,0,0,0,0,0,0,0,
乐东黎族自治县,2013,,0,0,0,0,0,0,0,0,
乐东黎族自治县,2014,,0,0,0,0,0,0,0,0,
乐东黎族自治县,2015,,0,0,0,0,0,0,0,0,
乐东黎族自治县,2016,,0,0,0,0,0,0,0,0,
乐东黎族自治县,2017,,0,0,0,0,0,0,0,0,
乐东黎族自治县,2018,,0,0,0,0,0,0,0,0,
乐东黎族自治县,2019,,0,0,0,0,0,0,0,0,
乐东黎族自治县,2020,,0,0,0,0,0,0,0,0,
乐东黎族自治县,2021,,0,0,0,0,0,0,0,0,
乐东黎族自治县,2022,,0,0,0,0,0,0,0,0,
乐东黎族自治县,2023,,0,0,0,0,0,0,0,0,
乐山,2008,四川省,0,0,0,0,0,0,0,0,
乐山,2009,四川省,0,0,0,0,0,0,0,0,
乐山,2010,四川省,0,0,0,0,0,0,0,0,
乐山,2011,四川省,0,0,0,0,0,0,0,0,
乐山,2012,四川省,0,0,0,0,0,0,0,0,
乐山,2013,四川省,0,0,0,0,0,0,0,0,
乐山,2014,四川省,0,0,0,0,0,0,0,0,
乐山,2015,四川省,0,0,0,0,0,0,0,0,
乐山,2016,四川省,0,0,0,0,0,0,0,0,
乐山,2017,四川省,0,0,0,0,0,0,0,0,
乐山,2018,四川省,0,0,0,0,0,0,0,0,
乐山,2019,四川省,0,0,0,0,0,0,0,0,
