city,year,total_patents,active_applicants,new_applicants,new_patents,new_applicant_share,firm_pat,firm_active_n,firm_new_n,firm_new_pat,knowledge_pat,knowledge_active_n,knowledge_new_n,knowledge_new_pat,individual_pat,individual_active_n,individual_new_n,individual_new_pat,government_pat,government_active_n,government_new_n,government_new_pat,other_pat,other_active_n,other_new_n,other_new_pat,org_pat,org_active_n,org_new_n,org_new_pat,firm_new_share_total,firm_new_share_new,ln_firm_new_n,ln_firm_new_pat,ln_firm_pat,knowledge_new_share_total,knowledge_new_share_new,ln_knowledge_new_n,ln_knowledge_new_pat,ln_knowledge_pat,individual_new_share_total,individual_new_share_new,ln_individual_new_n,ln_individual_new_pat,ln_individual_pat,government_new_share_total,government_new_share_new,ln_government_new_n,ln_government_new_pat,ln_government_pat,other_new_share_total,other_new_share_new,ln_other_new_n,ln_other_new_pat,ln_other_pat,org_new_share_total,org_new_share_new,ln_org_new_n,ln_org_new_pat,ln_org_pat,incumbent_patents,incumbent_applicants,incumbent_share,ln_new_patents,ln_incumbent_patents,ln_incumbent_applicants,base_firm_share,base_knowledge_share,base_individual_share,base_org_share,high_base_firm_share,high_base_knowledge_share,high_base_individual_share,high_base_org_share
七台河,2018,45,19,13,35,0.7777777777777778,22.0,7.0,4.0,15.0,1.0,1.0,1.0,1.0,22.0,11.0,8.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,8.0,5.0,16.0,0.3333333333333333,0.42857142857142855,1.6094379124341003,2.772588722239781,3.1354942159291497,0.022222222222222223,0.02857142857142857,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.4222222222222222,0.5428571428571428,2.1972245773362196,2.995732273553991,3.1354942159291497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35555555555555557,0.45714285714285713,1.791759469228055,2.833213344056216,3.1780538303479458,10,6,0.2222222222222222,3.58351893845611,2.3978952727983707,1.9459101490553132,0.07142857142857142,0.0,0.9047619047619048,0.09523809523809523,0.0,0.0,1.0,0.0
七台河,2019,56,25,17,39,0.6964285714285714,44.0,16.0,10.0,30.0,2.0,1.0,0.0,0.0,8.0,7.0,6.0,7.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,48.0,18.0,11.0,32.0,0.5357142857142857,0.7692307692307693,2.3978952727983707,3.4339872044851463,3.8066624897703196,0.0,0.0,0.0,0.0,1.0986122886681098,0.125,0.1794871794871795,1.9459101490553132,2.0794415416798357,2.1972245773362196,0.0,0.0,0.0,0.0,0.0,0.03571428571428571,0.05128205128205128,0.6931471805599453,1.0986122886681098,1.0986122886681098,0.5714285714285714,0.8205128205128205,2.4849066497880004,3.4965075614664802,3.8918202981106265,17,8,0.30357142857142855,3.6888794541139363,2.8903717578961645,2.1972245773362196,0.07142857142857142,0.0,0.9047619047619048,0.09523809523809523,0.0,0.0,1.0,0.0
七台河,2020,55,31,21,36,0.6545454545454545,21.0,12.0,7.0,9.0,1.0,1.0,0.0,0.0,30.0,16.0,13.0,26.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,1.0,25.0,15.0,8.0,10.0,0.16363636363636364,0.25,2.0794415416798357,2.302585092994046,3.091042453358316,0.0,0.0,0.0,0.0,0.6931471805599453,0.4727272727272727,0.7222222222222222,2.6390573296152584,3.295836866004329,3.4339872044851463,0.0,0.0,0.0,0.0,0.0,0.01818181818181818,0.027777777777777776,0.6931471805599453,0.6931471805599453,1.3862943611198906,0.18181818181818182,0.2777777777777778,2.1972245773362196,2.3978952727983707,3.258096538021482,19,10,0.34545454545454546,3.6109179126442243,2.995732273553991,2.3978952727983707,0.07142857142857142,0.0,0.9047619047619048,0.09523809523809523,0.0,0.0,1.0,0.0
七台河,2021,91,32,26,46,0.5054945054945055,45.0,7.0,4.0,4.0,0.0,0.0,0.0,0.0,45.0,24.0,21.0,41.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,46.0,8.0,5.0,5.0,0.04395604395604396,0.08695652173913043,1.6094379124341003,1.6094379124341003,3.828641396489095,0.0,0.0,0.0,0.0,0.0,0.45054945054945056,0.8913043478260869,3.091042453358316,3.7376696182833684,3.828641396489095,0.01098901098901099,0.021739130434782608,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.054945054945054944,0.10869565217391304,1.791759469228055,1.791759469228055,3.8501476017100584,45,6,0.4945054945054945,3.8501476017100584,3.828641396489095,1.9459101490553132,0.07142857142857142,0.0,0.9047619047619048,0.09523809523809523,0.0,0.0,1.0,0.0
七台河,2022,50,31,19,20,0.4,29.0,11.0,2.0,2.0,1.0,1.0,0.0,0.0,20.0,19.0,17.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,12.0,2.0,2.0,0.04,0.1,1.0986122886681098,1.0986122886681098,3.4011973816621555,0.0,0.0,0.0,0.0,0.6931471805599453,0.36,0.9,2.8903717578961645,2.9444389791664403,3.044522437723423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.1,1.0986122886681098,1.0986122886681098,3.4339872044851463,30,12,0.6,3.044522437723423,3.4339872044851463,2.5649493574615367,0.07142857142857142,0.0,0.9047619047619048,0.09523809523809523,0.0,0.0,1.0,0.0
七台河,2023,68,35,27,37,0.5441176470588235,49.0,18.0,11.0,19.0,1.0,1.0,1.0,1.0,17.0,15.0,14.0,16.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,51.0,20.0,13.0,21.0,0.27941176470588236,0.5135135135135135,2.4849066497880004,2.995732273553991,3.912023005428146,0.014705882352941176,0.02702702702702703,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.23529411764705882,0.43243243243243246,2.70805020110221,2.833213344056216,2.8903717578961645,0.0,0.0,0.0,0.0,0.0,0.014705882352941176,0.02702702702702703,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.3088235294117647,0.5675675675675675,2.6390573296152584,3.091042453358316,3.9512437185814275,31,8,0.45588235294117646,3.6375861597263857,3.4657359027997265,2.1972245773362196,0.07142857142857142,0.0,0.9047619047619048,0.09523809523809523,0.0,0.0,1.0,0.0
万宁,2008,6,3,1,2,0.3333333333333333,2.0,1.0,1.0,2.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,1.0,2.0,0.3333333333333333,1.0,0.6931471805599453,1.0986122886681098,1.0986122886681098,0.0,0.0,0.0,0.0,1.3862943611198906,0.0,0.0,0.0,0.0,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,1.0,0.6931471805599453,1.0986122886681098,1.791759469228055,4,2,0.6666666666666666,1.0986122886681098,1.6094379124341003,1.0986122886681098,0.1,0.7,0.2,0.8,0.0,1.0,0.0,1.0
万宁,2009,5,4,2,3,0.6,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,3.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2,0.3333333333333333,0.6931471805599453,0.6931471805599453,1.0986122886681098,0.4,0.6666666666666666,0.6931471805599453,1.0986122886681098,1.3862943611198906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.3333333333333333,0.6931471805599453,0.6931471805599453,1.0986122886681098,2,2,0.4,1.3862943611198906,1.0986122886681098,1.0986122886681098,0.1,0.7,0.2,0.8,0.0,1.0,0.0,1.0
万宁,2010,9,2,0,0,0.0,0.0,0.0,0.0,0.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.302585092994046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.302585092994046,9,2,1.0,0.0,2.302585092994046,1.0986122886681098,0.1,0.7,0.2,0.8,0.0,1.0,0.0,1.0
万宁,2011,13,4,1,1,0.0769230769230769,0.0,0.0,0.0,0.0,11.0,2.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4849066497880004,0.07692307692307693,1.0,0.6931471805599453,0.6931471805599453,1.0986122886681098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4849066497880004,12,3,0.9230769230769231,0.6931471805599453,2.5649493574615367,1.3862943611198906,0.1,0.7,0.2,0.8,0.0,1.0,0.0,1.0
万宁,2012,32,5,2,2,0.0625,0.0,0.0,0.0,0.0,13.0,2.0,0.0,0.0,19.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6390573296152584,0.0625,1.0,1.0986122886681098,1.0986122886681098,2.995732273553991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6390573296152584,30,3,0.9375,1.0986122886681098,3.4339872044851463,1.3862943611198906,0.1,0.7,0.2,0.8,0.0,1.0,0.0,1.0
万宁,2013,22,5,2,3,0.1363636363636363,0.0,0.0,0.0,0.0,18.0,2.0,0.0,0.0,4.0,3.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9444389791664403,0.13636363636363635,1.0,1.0986122886681098,1.3862943611198906,1.6094379124341003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9444389791664403,19,3,0.8636363636363636,1.3862943611198906,2.995732273553991,1.3862943611198906,0.1,0.7,0.2,0.8,0.0,1.0,0.0,1.0
万宁,2014,22,5,2,3,0.1363636363636363,0.0,0.0,0.0,0.0,18.0,2.0,0.0,0.0,4.0,3.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9444389791664403,0.13636363636363635,1.0,1.0986122886681098,1.3862943611198906,1.6094379124341003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9444389791664403,19,3,0.8636363636363636,1.3862943611198906,2.995732273553991,1.3862943611198906,0.1,0.7,0.2,0.8,0.0,1.0,0.0,1.0
万宁,2015,30,4,1,1,0.0333333333333333,0.0,0.0,0.0,0.0,21.0,3.0,1.0,1.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.03333333333333333,1.0,0.6931471805599453,0.6931471805599453,3.091042453358316,0.0,0.0,0.0,0.0,2.302585092994046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03333333333333333,1.0,0.6931471805599453,0.6931471805599453,3.091042453358316,29,3,0.9666666666666667,0.6931471805599453,3.4011973816621555,1.3862943611198906,0.1,0.7,0.2,0.8,0.0,1.0,0.0,1.0
万宁,2016,21,6,2,2,0.0952380952380952,0.0,0.0,0.0,0.0,18.0,3.0,0.0,0.0,3.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9444389791664403,0.09523809523809523,1.0,1.0986122886681098,1.0986122886681098,1.3862943611198906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9444389791664403,19,4,0.9047619047619048,1.0986122886681098,2.995732273553991,1.6094379124341003,0.1,0.7,0.2,0.8,0.0,1.0,0.0,1.0
万宁,2017,11,4,2,2,0.1818181818181818,1.0,1.0,1.0,1.0,9.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,3.0,1.0,1.0,0.09090909090909091,0.5,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.0,0.0,0.0,0.0,2.302585092994046,0.09090909090909091,0.5,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.5,0.6931471805599453,0.6931471805599453,2.3978952727983707,9,2,0.8181818181818182,1.0986122886681098,2.302585092994046,1.0986122886681098,0.1,0.7,0.2,0.8,0.0,1.0,0.0,1.0
万宁,2018,21,12,7,8,0.3809523809523809,5.0,2.0,1.0,1.0,8.0,3.0,0.0,0.0,8.0,7.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,5.0,1.0,1.0,0.047619047619047616,0.125,0.6931471805599453,0.6931471805599453,1.791759469228055,0.0,0.0,0.0,0.0,2.1972245773362196,0.3333333333333333,0.875,1.9459101490553132,2.0794415416798357,2.1972245773362196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047619047619047616,0.125,0.6931471805599453,0.6931471805599453,2.6390573296152584,13,5,0.6190476190476191,2.1972245773362196,2.6390573296152584,1.791759469228055,0.1,0.7,0.2,0.8,0.0,1.0,0.0,1.0
万宁,2019,31,8,3,12,0.3870967741935484,8.0,3.0,2.0,7.0,15.0,2.0,0.0,0.0,8.0,3.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,5.0,2.0,7.0,0.22580645161290322,0.5833333333333334,1.0986122886681098,2.0794415416798357,2.1972245773362196,0.0,0.0,0.0,0.0,2.772588722239781,0.16129032258064516,0.4166666666666667,0.6931471805599453,1.791759469228055,2.1972245773362196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22580645161290322,0.5833333333333334,1.0986122886681098,2.0794415416798357,3.1780538303479458,19,5,0.6129032258064516,2.5649493574615367,2.995732273553991,1.791759469228055,0.1,0.7,0.2,0.8,0.0,1.0,0.0,1.0
万宁,2020,35,11,4,6,0.1714285714285714,11.0,6.0,4.0,6.0,19.0,1.0,0.0,0.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,7.0,4.0,6.0,0.17142857142857143,1.0,1.6094379124341003,1.9459101490553132,2.4849066497880004,0.0,0.0,0.0,0.0,2.995732273553991,0.0,0.0,0.0,0.0,1.791759469228055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17142857142857143,1.0,1.6094379124341003,1.9459101490553132,3.4339872044851463,29,7,0.8285714285714286,1.9459101490553132,3.4011973816621555,2.0794415416798357,0.1,0.7,0.2,0.8,0.0,1.0,0.0,1.0
万宁,2021,35,13,8,13,0.3714285714285714,14.0,6.0,3.0,3.0,11.0,2.0,0.0,0.0,10.0,5.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,8.0,3.0,3.0,0.08571428571428572,0.23076923076923078,1.3862943611198906,1.3862943611198906,2.70805020110221,0.0,0.0,0.0,0.0,2.4849066497880004,0.2857142857142857,0.7692307692307693,1.791759469228055,2.3978952727983707,2.3978952727983707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08571428571428572,0.23076923076923078,1.3862943611198906,1.3862943611198906,3.258096538021482,22,5,0.6285714285714286,2.6390573296152584,3.1354942159291497,1.791759469228055,0.1,0.7,0.2,0.8,0.0,1.0,0.0,1.0
万宁,2022,59,10,6,14,0.2372881355932203,13.0,4.0,3.0,11.0,42.0,2.0,0.0,0.0,4.0,4.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,6.0,3.0,11.0,0.1864406779661017,0.7857142857142857,1.3862943611198906,2.4849066497880004,2.6390573296152584,0.0,0.0,0.0,0.0,3.7612001156935624,0.05084745762711865,0.21428571428571427,1.3862943611198906,1.3862943611198906,1.6094379124341003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1864406779661017,0.7857142857142857,1.3862943611198906,2.4849066497880004,4.02535169073515,45,4,0.7627118644067796,2.70805020110221,3.828641396489095,1.6094379124341003,0.1,0.7,0.2,0.8,0.0,1.0,0.0,1.0
万宁,2023,63,22,16,24,0.3809523809523809,33.0,15.0,11.0,18.0,25.0,3.0,1.0,1.0,5.0,4.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,18.0,12.0,19.0,0.2857142857142857,0.75,2.4849066497880004,2.9444389791664403,3.5263605246161616,0.015873015873015872,0.041666666666666664,0.6931471805599453,0.6931471805599453,3.258096538021482,0.07936507936507936,0.20833333333333334,1.6094379124341003,1.791759469228055,1.791759469228055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30158730158730157,0.7916666666666666,2.5649493574615367,2.995732273553991,4.07753744390572,39,6,0.6190476190476191,3.2188758248682006,3.6888794541139363,1.9459101490553132,0.1,0.7,0.2,0.8,0.0,1.0,0.0,1.0
三亚,2008,4,4,3,3,0.75,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.25,0.3333333333333333,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.5,0.6666666666666666,1.0986122886681098,1.0986122886681098,1.3862943611198906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.3333333333333333,0.6931471805599453,0.6931471805599453,0.6931471805599453,1,1,0.25,1.3862943611198906,0.6931471805599453,0.6931471805599453,0.20689655172413793,0.3103448275862069,0.4482758620689655,0.5517241379310345,0.0,1.0,1.0,0.0
