city,province,year,total_patents,city_id,province_id,base_ln_patents_q,base_top10_q,ln1p_idc_scope_stock_l1,ln1p_idc_scope_pre5_l1,ln1p_idc_scope_new_l1,high_compute,total_patents_field,firm_total_patents_field,firm_active_applicants_field,city_new_firm_applicants_field,field_new_firm_applicants_field,city_new_firm_patents_field,field_new_firm_patents_field,firm_incumbent_patents_field,city_new_firm_share_total_field,field_new_firm_share_total_field,city_new_firm_share_firm_field,field_new_firm_share_firm_field,firm_patent_share_field,high_compute_label,ln1p_total_patents_field,ln1p_firm_total_patents_field,ln1p_firm_active_applicants_field,ln1p_city_new_firm_applicants_field,ln1p_field_new_firm_applicants_field,ln1p_city_new_firm_patents_field,ln1p_field_new_firm_patents_field,ln1p_firm_incumbent_patents_field,tot_pat_f,firm_pat_f,firm_act_f,city_new_firm_n_f,field_new_firm_n_f,city_new_firm_pat_f,field_new_firm_pat_f,firm_inc_pat_f,city_new_share_tot_f,field_new_share_tot_f,city_new_share_firm_f,field_new_share_firm_f,firm_share_f,ln_tot_pat_f,ln_firm_pat_f,ln_firm_act_f,ln_city_new_firm_n_f,ln_field_new_firm_n_f,ln_city_new_firm_pat_f,ln_field_new_firm_pat_f,ln_firm_inc_pat_f,idc_scope_new,idc_scope_stock,idc_scope_pre5
七台河,黑龙江省,2013,76,1,1,1,4,0.0,0.0,0.0,0,76.0,47.0,6.0,6.0,6.0,47.0,47.0,0.0,0.618421052631579,0.618421052631579,1.0,1.0,0.618421052631579,other,4.343805421853684,3.871201010907891,1.9459101490553132,1.9459101490553132,1.9459101490553132,3.871201010907891,3.871201010907891,0.0,76.0,47.0,6.0,6.0,6.0,47.0,47.0,0.0,0.618421052631579,0.618421052631579,1.0,1.0,0.618421052631579,4.343805421853684,3.871201010907891,1.9459101490553132,1.9459101490553132,1.9459101490553132,3.871201010907891,3.871201010907891,0.0,0.0,0.0,0.0
七台河,黑龙江省,2013,76,1,1,1,4,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,high_compute,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
七台河,黑龙江省,2014,23,1,1,1,4,0.0,0.0,0.0,0,22.0,6.0,4.0,2.0,2.0,2.0,2.0,4.0,0.0909090909090909,0.0909090909090909,0.3333333333333333,0.3333333333333333,0.2727272727272727,other,3.1354942159291497,1.9459101490553132,1.6094379124341005,1.0986122886681098,1.0986122886681098,1.0986122886681098,1.0986122886681098,1.6094379124341005,22.0,6.0,4.0,2.0,2.0,2.0,2.0,4.0,0.0909090909090909,0.0909090909090909,0.3333333333333333,0.3333333333333333,0.2727272727272727,3.1354942159291497,1.9459101490553132,1.6094379124341005,1.0986122886681098,1.0986122886681098,1.0986122886681098,1.0986122886681098,1.6094379124341005,0.0,0.0,0.0
七台河,黑龙江省,2014,23,1,1,1,4,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,high_compute,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
七台河,黑龙江省,2015,83,1,1,1,4,0.0,0.0,0.0,0,80.0,51.0,12.0,7.0,7.0,8.0,8.0,43.0,0.1,0.1,0.1568627450980392,0.1568627450980392,0.6375,other,4.394449154672439,3.951243718581427,2.5649493574615367,2.0794415416798357,2.0794415416798357,2.1972245773362196,2.1972245773362196,3.784189633918261,80.0,51.0,12.0,7.0,7.0,8.0,8.0,43.0,0.1,0.1,0.1568627450980392,0.1568627450980392,0.6375,4.394449154672439,3.951243718581427,2.5649493574615367,2.0794415416798357,2.0794415416798357,2.1972245773362196,2.1972245773362196,3.784189633918261,0.0,0.0,0.0
七台河,黑龙江省,2015,83,1,1,1,4,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,high_compute,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
七台河,黑龙江省,2016,34,1,1,1,4,0.0,0.0,0.0,0,33.0,6.0,5.0,3.0,3.0,4.0,4.0,2.0,0.1212121212121212,0.1212121212121212,0.6666666666666666,0.6666666666666666,0.1818181818181818,other,3.5263605246161616,1.9459101490553132,1.791759469228055,1.3862943611198906,1.3862943611198906,1.6094379124341005,1.6094379124341005,1.0986122886681098,33.0,6.0,5.0,3.0,3.0,4.0,4.0,2.0,0.1212121212121212,0.1212121212121212,0.6666666666666666,0.6666666666666666,0.1818181818181818,3.5263605246161616,1.9459101490553132,1.791759469228055,1.3862943611198906,1.3862943611198906,1.6094379124341005,1.6094379124341005,1.0986122886681098,0.0,0.0,0.0
七台河,黑龙江省,2016,34,1,1,1,4,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,high_compute,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
七台河,黑龙江省,2017,23,1,1,1,4,0.0,0.0,0.0,0,21.0,13.0,8.0,4.0,4.0,5.0,5.0,8.0,0.238095238095238,0.238095238095238,0.3846153846153846,0.3846153846153846,0.6190476190476191,other,3.091042453358316,2.6390573296152584,2.1972245773362196,1.6094379124341005,1.6094379124341005,1.791759469228055,1.791759469228055,2.1972245773362196,21.0,13.0,8.0,4.0,4.0,5.0,5.0,8.0,0.238095238095238,0.238095238095238,0.3846153846153846,0.3846153846153846,0.6190476190476191,3.091042453358316,2.6390573296152584,2.1972245773362196,1.6094379124341005,1.6094379124341005,1.791759469228055,1.791759469228055,2.1972245773362196,0.0,0.0,0.0
七台河,黑龙江省,2017,23,1,1,1,4,0.0,0.0,0.0,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,high_compute,1.0986122886681098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0986122886681098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
七台河,黑龙江省,2018,45,1,1,1,4,0.0,0.0,0.0,0,45.0,22.0,7.0,4.0,4.0,15.0,15.0,7.0,0.3333333333333333,0.3333333333333333,0.6818181818181818,0.6818181818181818,0.4888888888888889,other,3.828641396489095,3.1354942159291497,2.0794415416798357,1.6094379124341005,1.6094379124341005,2.772588722239781,2.772588722239781,2.0794415416798357,45.0,22.0,7.0,4.0,4.0,15.0,15.0,7.0,0.3333333333333333,0.3333333333333333,0.6818181818181818,0.6818181818181818,0.4888888888888889,3.828641396489095,3.1354942159291497,2.0794415416798357,1.6094379124341005,1.6094379124341005,2.772588722239781,2.772588722239781,2.0794415416798357,0.0,0.0,0.0
七台河,黑龙江省,2018,45,1,1,1,4,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,high_compute,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
七台河,黑龙江省,2019,56,1,1,1,4,0.0,0.0,0.0,0,55.0,43.0,16.0,11.0,11.0,32.0,32.0,11.0,0.5818181818181818,0.5818181818181818,0.7441860465116279,0.7441860465116279,0.7818181818181819,other,4.02535169073515,3.784189633918261,2.833213344056216,2.4849066497880004,2.4849066497880004,3.49650756146648,3.49650756146648,2.4849066497880004,55.0,43.0,16.0,11.0,11.0,32.0,32.0,11.0,0.5818181818181818,0.5818181818181818,0.7441860465116279,0.7441860465116279,0.7818181818181819,4.02535169073515,3.784189633918261,2.833213344056216,2.4849066497880004,2.4849066497880004,3.49650756146648,3.49650756146648,2.4849066497880004,0.0,0.0,0.0
七台河,黑龙江省,2019,56,1,1,1,4,0.0,0.0,0.0,1,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,high_compute,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.0,0.6931471805599453,0.0,0.6931471805599453,0.6931471805599453,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.0,0.6931471805599453,0.0,0.6931471805599453,0.6931471805599453,0.0,0.0,0.0
七台河,黑龙江省,2020,55,1,1,1,4,0.0,0.0,0.0,0,51.0,18.0,12.0,7.0,7.0,9.0,9.0,9.0,0.1764705882352941,0.1764705882352941,0.5,0.5,0.3529411764705882,other,3.951243718581427,2.9444389791664403,2.5649493574615367,2.0794415416798357,2.0794415416798357,2.302585092994046,2.302585092994046,2.302585092994046,51.0,18.0,12.0,7.0,7.0,9.0,9.0,9.0,0.1764705882352941,0.1764705882352941,0.5,0.5,0.3529411764705882,3.951243718581427,2.9444389791664403,2.5649493574615367,2.0794415416798357,2.0794415416798357,2.302585092994046,2.302585092994046,2.302585092994046,0.0,0.0,0.0
七台河,黑龙江省,2020,55,1,1,1,4,0.0,0.0,0.0,1,3.0,2.0,1.0,0.0,1.0,0.0,2.0,2.0,0.0,0.6666666666666666,0.0,1.0,0.6666666666666666,high_compute,1.3862943611198906,1.0986122886681098,0.6931471805599453,0.0,0.6931471805599453,0.0,1.0986122886681098,1.0986122886681098,3.0,2.0,1.0,0.0,1.0,0.0,2.0,2.0,0.0,0.6666666666666666,0.0,1.0,0.6666666666666666,1.3862943611198906,1.0986122886681098,0.6931471805599453,0.0,0.6931471805599453,0.0,1.0986122886681098,1.0986122886681098,0.0,0.0,0.0
七台河,黑龙江省,2021,91,1,1,1,4,0.0,0.0,0.0,0,76.0,38.0,7.0,4.0,4.0,4.0,4.0,34.0,0.0526315789473684,0.0526315789473684,0.1052631578947368,0.1052631578947368,0.5,other,4.343805421853684,3.6635616461296463,2.0794415416798357,1.6094379124341005,1.6094379124341005,1.6094379124341005,1.6094379124341005,3.5553480614894135,76.0,38.0,7.0,4.0,4.0,4.0,4.0,34.0,0.0526315789473684,0.0526315789473684,0.1052631578947368,0.1052631578947368,0.5,4.343805421853684,3.6635616461296463,2.0794415416798357,1.6094379124341005,1.6094379124341005,1.6094379124341005,1.6094379124341005,3.5553480614894135,0.0,0.0,0.0
七台河,黑龙江省,2021,91,1,1,1,4,0.0,0.0,0.0,1,13.0,7.0,1.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.5384615384615384,high_compute,2.6390573296152584,2.0794415416798357,0.6931471805599453,0.0,0.0,0.0,0.0,2.0794415416798357,13.0,7.0,1.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.5384615384615384,2.6390573296152584,2.0794415416798357,0.6931471805599453,0.0,0.0,0.0,0.0,2.0794415416798357,0.0,0.0,0.0
七台河,黑龙江省,2022,50,1,1,1,4,0.0,0.0,0.0,0,43.0,24.0,10.0,1.0,1.0,1.0,1.0,23.0,0.0232558139534883,0.0232558139534883,0.0416666666666666,0.0416666666666666,0.5581395348837209,other,3.784189633918261,3.218875824868201,2.3978952727983707,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,3.1780538303479458,43.0,24.0,10.0,1.0,1.0,1.0,1.0,23.0,0.0232558139534883,0.0232558139534883,0.0416666666666666,0.0416666666666666,0.5581395348837209,3.784189633918261,3.218875824868201,2.3978952727983707,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,3.1780538303479458,0.0,0.0,0.0
七台河,黑龙江省,2022,50,1,1,1,4,0.0,0.0,0.0,1,6.0,5.0,3.0,1.0,1.0,1.0,1.0,4.0,0.1666666666666666,0.1666666666666666,0.2,0.2,0.8333333333333334,high_compute,1.9459101490553132,1.791759469228055,1.3862943611198906,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,1.6094379124341005,6.0,5.0,3.0,1.0,1.0,1.0,1.0,4.0,0.1666666666666666,0.1666666666666666,0.2,0.2,0.8333333333333334,1.9459101490553132,1.791759469228055,1.3862943611198906,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,1.6094379124341005,0.0,0.0,0.0
七台河,黑龙江省,2023,68,1,1,1,4,0.0,0.0,0.0,0,63.0,44.0,17.0,11.0,11.0,18.0,18.0,26.0,0.2857142857142857,0.2857142857142857,0.4090909090909091,0.4090909090909091,0.6984126984126984,other,4.1588830833596715,3.80666248977032,2.8903717578961645,2.4849066497880004,2.4849066497880004,2.9444389791664403,2.9444389791664403,3.295836866004329,63.0,44.0,17.0,11.0,11.0,18.0,18.0,26.0,0.2857142857142857,0.2857142857142857,0.4090909090909091,0.4090909090909091,0.6984126984126984,4.1588830833596715,3.80666248977032,2.8903717578961645,2.4849066497880004,2.4849066497880004,2.9444389791664403,2.9444389791664403,3.295836866004329,0.0,0.0,0.0
七台河,黑龙江省,2023,68,1,1,1,4,0.0,0.0,0.0,1,4.0,4.0,3.0,1.0,1.0,1.0,1.0,3.0,0.25,0.25,0.25,0.25,1.0,high_compute,1.6094379124341005,1.6094379124341005,1.3862943611198906,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,1.3862943611198906,4.0,4.0,3.0,1.0,1.0,1.0,1.0,3.0,0.25,0.25,0.25,0.25,1.0,1.6094379124341005,1.6094379124341005,1.3862943611198906,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,1.3862943611198906,0.0,0.0,0.0
三亚,海南省,2008,4,3,3,1,4,0.0,0.0,0.0,0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.25,0.25,1.0,1.0,0.25,other,1.6094379124341005,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.25,0.25,1.0,1.0,0.25,1.6094379124341005,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.0,0.0,0.0,0.0
三亚,海南省,2008,4,3,3,1,4,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,high_compute,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
三亚,海南省,2009,11,3,3,1,4,0.0,0.0,0.0,0,11.0,2.0,1.0,1.0,1.0,2.0,2.0,0.0,0.1818181818181818,0.1818181818181818,1.0,1.0,0.1818181818181818,other,2.4849066497880004,1.0986122886681098,0.6931471805599453,0.6931471805599453,0.6931471805599453,1.0986122886681098,1.0986122886681098,0.0,11.0,2.0,1.0,1.0,1.0,2.0,2.0,0.0,0.1818181818181818,0.1818181818181818,1.0,1.0,0.1818181818181818,2.4849066497880004,1.0986122886681098,0.6931471805599453,0.6931471805599453,0.6931471805599453,1.0986122886681098,1.0986122886681098,0.0,0.0,0.0,0.0
三亚,海南省,2009,11,3,3,1,4,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,high_compute,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
三亚,海南省,2010,14,3,3,1,4,0.0,0.0,0.0,0,11.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.2727272727272727,0.2727272727272727,1.0,1.0,0.2727272727272727,other,2.4849066497880004,1.3862943611198906,1.3862943611198906,1.3862943611198906,1.3862943611198906,1.3862943611198906,1.3862943611198906,0.0,11.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.2727272727272727,0.2727272727272727,1.0,1.0,0.2727272727272727,2.4849066497880004,1.3862943611198906,1.3862943611198906,1.3862943611198906,1.3862943611198906,1.3862943611198906,1.3862943611198906,0.0,0.0,0.0,0.0
三亚,海南省,2010,14,3,3,1,4,0.0,0.0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,high_compute,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
三亚,海南省,2011,7,3,3,1,4,0.0,0.0,0.0,0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.1428571428571428,0.1428571428571428,1.0,1.0,0.1428571428571428,other,2.0794415416798357,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.1428571428571428,0.1428571428571428,1.0,1.0,0.1428571428571428,2.0794415416798357,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.0,0.0,0.0,0.0
三亚,海南省,2011,7,3,3,1,4,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,high_compute,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
三亚,海南省,2012,27,3,3,1,4,0.0,0.0,0.0,0,11.0,5.0,3.0,3.0,3.0,5.0,5.0,0.0,0.4545454545454545,0.4545454545454545,1.0,1.0,0.4545454545454545,other,2.4849066497880004,1.791759469228055,1.3862943611198906,1.3862943611198906,1.3862943611198906,1.791759469228055,1.791759469228055,0.0,11.0,5.0,3.0,3.0,3.0,5.0,5.0,0.0,0.4545454545454545,0.4545454545454545,1.0,1.0,0.4545454545454545,2.4849066497880004,1.791759469228055,1.3862943611198906,1.3862943611198906,1.3862943611198906,1.791759469228055,1.791759469228055,0.0,0.0,0.0,0.0
三亚,海南省,2012,27,3,3,1,4,0.0,0.0,0.0,1,13.0,11.0,1.0,1.0,1.0,11.0,11.0,0.0,0.8461538461538461,0.8461538461538461,1.0,1.0,0.8461538461538461,high_compute,2.6390573296152584,2.4849066497880004,0.6931471805599453,0.6931471805599453,0.6931471805599453,2.4849066497880004,2.4849066497880004,0.0,13.0,11.0,1.0,1.0,1.0,11.0,11.0,0.0,0.8461538461538461,0.8461538461538461,1.0,1.0,0.8461538461538461,2.6390573296152584,2.4849066497880004,0.6931471805599453,0.6931471805599453,0.6931471805599453,2.4849066497880004,2.4849066497880004,0.0,0.0,0.0,0.0
三亚,海南省,2013,44,3,3,1,4,0.0,0.0,0.0,0,24.0,10.0,8.0,8.0,8.0,10.0,10.0,0.0,0.4166666666666667,0.4166666666666667,1.0,1.0,0.4166666666666667,other,3.218875824868201,2.3978952727983707,2.1972245773362196,2.1972245773362196,2.1972245773362196,2.3978952727983707,2.3978952727983707,0.0,24.0,10.0,8.0,8.0,8.0,10.0,10.0,0.0,0.4166666666666667,0.4166666666666667,1.0,1.0,0.4166666666666667,3.218875824868201,2.3978952727983707,2.1972245773362196,2.1972245773362196,2.1972245773362196,2.3978952727983707,2.3978952727983707,0.0,0.0,0.0,0.0
三亚,海南省,2013,44,3,3,1,4,0.0,0.0,0.0,1,18.0,16.0,2.0,1.0,1.0,1.0,1.0,15.0,0.0555555555555555,0.0555555555555555,0.0625,0.0625,0.8888888888888888,high_compute,2.9444389791664403,2.833213344056216,1.0986122886681098,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,2.772588722239781,18.0,16.0,2.0,1.0,1.0,1.0,1.0,15.0,0.0555555555555555,0.0555555555555555,0.0625,0.0625,0.8888888888888888,2.9444389791664403,2.833213344056216,1.0986122886681098,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,2.772588722239781,0.0,0.0,0.0
