city,year,total_patents,cur_top_firm_patents,cur_top_government_patents,cur_top_hospital_patents,cur_top_individual_patents,cur_top_other_patents,cur_top_research_patents,cur_top_univ_patents,cur_top_patents,base_top_firm_patents,base_top_government_patents,base_top_hospital_patents,base_top_individual_patents,base_top_other_patents,base_top_research_patents,base_top_univ_patents,base_top_patents,cur_top_firm_share_total,cur_top_firm_share_top,cur_top_univ_share_total,cur_top_univ_share_top,cur_top_research_share_total,cur_top_research_share_top,cur_top_hospital_share_total,cur_top_hospital_share_top,cur_top_individual_share_total,cur_top_individual_share_top,cur_top_government_share_total,cur_top_government_share_top,cur_top_other_share_total,cur_top_other_share_top,cur_top_knowledge_patents,cur_top_org_patents,cur_top_knowledge_share_total,cur_top_knowledge_share_top,cur_top_org_share_total,cur_top_org_share_top,base_top_firm_share_total,base_top_firm_share_base,base_top_univ_share_total,base_top_univ_share_base,base_top_research_share_total,base_top_research_share_base,base_top_hospital_share_total,base_top_hospital_share_base,base_top_individual_share_total,base_top_individual_share_base,base_top_government_share_total,base_top_government_share_base,base_top_other_share_total,base_top_other_share_base,base_top_knowledge_patents,base_top_org_patents,base_top_knowledge_share_total,base_top_knowledge_share_base,base_top_org_share_total,base_top_org_share_base
七台河,2018,45,22,0,0,22,0,1,0,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4888888888888889,0.4888888888888889,0.0,0.0,0.022222222222222223,0.022222222222222223,0.0,0.0,0.4888888888888889,0.4888888888888889,0.0,0.0,0.0,0.0,1,23,0.022222222222222223,0.022222222222222223,0.5111111111111111,0.5111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
七台河,2019,56,41,0,0,6,2,2,0,51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7321428571428571,0.803921568627451,0.0,0.0,0.03571428571428571,0.0392156862745098,0.0,0.0,0.10714285714285714,0.11764705882352941,0.0,0.0,0.03571428571428571,0.0392156862745098,2,45,0.03571428571428571,0.0392156862745098,0.8035714285714286,0.8823529411764706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
七台河,2020,55,17,0,0,23,3,1,0,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3090909090909091,0.38636363636363635,0.0,0.0,0.01818181818181818,0.022727272727272728,0.0,0.0,0.41818181818181815,0.5227272727272727,0.0,0.0,0.05454545454545454,0.06818181818181818,1,21,0.01818181818181818,0.022727272727272728,0.38181818181818183,0.4772727272727273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
七台河,2021,91,44,1,0,34,0,0,0,79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4835164835164835,0.5569620253164557,0.0,0.0,0.0,0.0,0.0,0.0,0.37362637362637363,0.43037974683544306,0.01098901098901099,0.012658227848101266,0.0,0.0,0,45,0.0,0.0,0.4945054945054945,0.569620253164557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
七台河,2022,50,28,0,0,10,0,1,0,39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56,0.717948717948718,0.0,0.0,0.02,0.02564102564102564,0.0,0.0,0.2,0.2564102564102564,0.0,0.0,0.0,0.0,1,29,0.02,0.02564102564102564,0.58,0.7435897435897436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
七台河,2023,68,42,0,1,9,1,0,0,53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6176470588235294,0.7924528301886793,0.0,0.0,0.0,0.0,0.014705882352941176,0.018867924528301886,0.1323529411764706,0.16981132075471697,0.0,0.0,0.014705882352941176,0.018867924528301886,1,44,0.014705882352941176,0.018867924528301886,0.6470588235294118,0.8301886792452831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
万宁,2008,6,2,0,0,1,0,0,3,6,2.0,0.0,0.0,1.0,0.0,0.0,3.0,6.0,0.3333333333333333,0.3333333333333333,0.5,0.5,0.0,0.0,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0,3,5,0.5,0.5,0.8333333333333334,0.8333333333333334,0.3333333333333333,0.3333333333333333,0.5,0.5,0.0,0.0,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0,3.0,5.0,0.5,0.5,0.8333333333333334,0.8333333333333334
万宁,2009,5,0,0,0,3,0,0,2,5,0.0,0.0,0.0,3.0,0.0,0.0,2.0,5.0,0.0,0.0,0.4,0.4,0.0,0.0,0.0,0.0,0.6,0.6,0.0,0.0,0.0,0.0,2,2,0.4,0.4,0.4,0.4,0.0,0.0,0.4,0.4,0.0,0.0,0.0,0.0,0.6,0.6,0.0,0.0,0.0,0.0,2.0,2.0,0.4,0.4,0.4,0.4
万宁,2010,9,0,0,0,0,0,0,9,9,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,9,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,1.0,1.0,1.0,1.0
万宁,2011,13,0,0,0,2,0,0,11,13,0.0,0.0,0.0,1.0,0.0,0.0,11.0,12.0,0.0,0.0,0.8461538461538461,0.8461538461538461,0.0,0.0,0.0,0.0,0.15384615384615385,0.15384615384615385,0.0,0.0,0.0,0.0,11,11,0.8461538461538461,0.8461538461538461,0.8461538461538461,0.8461538461538461,0.0,0.0,0.8461538461538461,0.9166666666666666,0.0,0.0,0.0,0.0,0.07692307692307693,0.08333333333333333,0.0,0.0,0.0,0.0,11.0,11.0,0.8461538461538461,0.9166666666666666,0.8461538461538461,0.9166666666666666
万宁,2012,32,0,0,0,19,0,0,13,32,0.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,0.0,0.0,0.40625,0.40625,0.0,0.0,0.0,0.0,0.59375,0.59375,0.0,0.0,0.0,0.0,13,13,0.40625,0.40625,0.40625,0.40625,0.0,0.0,0.40625,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,0.40625,1.0,0.40625,1.0
万宁,2013,22,0,0,0,4,0,0,18,22,0.0,0.0,0.0,0.0,0.0,0.0,18.0,18.0,0.0,0.0,0.8181818181818182,0.8181818181818182,0.0,0.0,0.0,0.0,0.18181818181818182,0.18181818181818182,0.0,0.0,0.0,0.0,18,18,0.8181818181818182,0.8181818181818182,0.8181818181818182,0.8181818181818182,0.0,0.0,0.8181818181818182,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,18.0,0.8181818181818182,1.0,0.8181818181818182,1.0
万宁,2014,22,0,0,0,4,0,0,18,22,0.0,0.0,0.0,0.0,0.0,0.0,18.0,18.0,0.0,0.0,0.8181818181818182,0.8181818181818182,0.0,0.0,0.0,0.0,0.18181818181818182,0.18181818181818182,0.0,0.0,0.0,0.0,18,18,0.8181818181818182,0.8181818181818182,0.8181818181818182,0.8181818181818182,0.0,0.0,0.8181818181818182,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,18.0,0.8181818181818182,1.0,0.8181818181818182,1.0
万宁,2015,30,0,0,1,9,0,0,20,30,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.0,0.0,0.03333333333333333,0.03333333333333333,0.3,0.3,0.0,0.0,0.0,0.0,21,21,0.7,0.7,0.7,0.7,0.0,0.0,0.6666666666666666,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,0.6666666666666666,1.0,0.6666666666666666,1.0
万宁,2016,21,0,0,2,3,0,0,16,21,0.0,0.0,0.0,1.0,0.0,0.0,16.0,17.0,0.0,0.0,0.7619047619047619,0.7619047619047619,0.0,0.0,0.09523809523809523,0.09523809523809523,0.14285714285714285,0.14285714285714285,0.0,0.0,0.0,0.0,18,18,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.0,0.0,0.7619047619047619,0.9411764705882353,0.0,0.0,0.0,0.0,0.047619047619047616,0.058823529411764705,0.0,0.0,0.0,0.0,16.0,16.0,0.7619047619047619,0.9411764705882353,0.7619047619047619,0.9411764705882353
万宁,2017,11,1,0,0,1,0,0,9,11,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,0.09090909090909091,0.09090909090909091,0.8181818181818182,0.8181818181818182,0.0,0.0,0.0,0.0,0.09090909090909091,0.09090909090909091,0.0,0.0,0.0,0.0,9,10,0.8181818181818182,0.8181818181818182,0.9090909090909091,0.9090909090909091,0.0,0.0,0.8181818181818182,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,0.8181818181818182,1.0,0.8181818181818182,1.0
万宁,2018,21,5,0,1,8,0,0,7,21,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,0.23809523809523808,0.23809523809523808,0.3333333333333333,0.3333333333333333,0.0,0.0,0.047619047619047616,0.047619047619047616,0.38095238095238093,0.38095238095238093,0.0,0.0,0.0,0.0,8,13,0.38095238095238093,0.38095238095238093,0.6190476190476191,0.6190476190476191,0.0,0.0,0.3333333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,0.3333333333333333,1.0,0.3333333333333333,1.0
万宁,2019,31,8,0,1,8,0,0,14,31,0.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0,0.25806451612903225,0.25806451612903225,0.45161290322580644,0.45161290322580644,0.0,0.0,0.03225806451612903,0.03225806451612903,0.25806451612903225,0.25806451612903225,0.0,0.0,0.0,0.0,15,23,0.4838709677419355,0.4838709677419355,0.7419354838709677,0.7419354838709677,0.0,0.0,0.45161290322580644,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0,0.45161290322580644,1.0,0.45161290322580644,1.0
万宁,2020,35,11,0,0,5,0,0,19,35,0.0,0.0,0.0,0.0,0.0,0.0,19.0,19.0,0.3142857142857143,0.3142857142857143,0.5428571428571428,0.5428571428571428,0.0,0.0,0.0,0.0,0.14285714285714285,0.14285714285714285,0.0,0.0,0.0,0.0,19,30,0.5428571428571428,0.5428571428571428,0.8571428571428571,0.8571428571428571,0.0,0.0,0.5428571428571428,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,19.0,0.5428571428571428,1.0,0.5428571428571428,1.0
万宁,2021,35,14,0,0,10,0,0,11,35,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,0.4,0.4,0.3142857142857143,0.3142857142857143,0.0,0.0,0.0,0.0,0.2857142857142857,0.2857142857142857,0.0,0.0,0.0,0.0,11,25,0.3142857142857143,0.3142857142857143,0.7142857142857143,0.7142857142857143,0.0,0.0,0.3142857142857143,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,0.3142857142857143,1.0,0.3142857142857143,1.0
万宁,2022,59,13,0,0,4,0,0,42,59,0.0,0.0,0.0,0.0,0.0,0.0,42.0,42.0,0.22033898305084745,0.22033898305084745,0.711864406779661,0.711864406779661,0.0,0.0,0.0,0.0,0.06779661016949153,0.06779661016949153,0.0,0.0,0.0,0.0,42,55,0.711864406779661,0.711864406779661,0.9322033898305084,0.9322033898305084,0.0,0.0,0.711864406779661,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,42.0,0.711864406779661,1.0,0.711864406779661,1.0
万宁,2023,63,32,0,1,4,0,0,24,61,0.0,0.0,0.0,0.0,0.0,0.0,24.0,24.0,0.5079365079365079,0.5245901639344263,0.38095238095238093,0.39344262295081966,0.0,0.0,0.015873015873015872,0.01639344262295082,0.06349206349206349,0.06557377049180328,0.0,0.0,0.0,0.0,25,57,0.3968253968253968,0.4098360655737705,0.9047619047619048,0.9344262295081968,0.0,0.0,0.38095238095238093,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,24.0,0.38095238095238093,1.0,0.38095238095238093,1.0
三亚,2008,4,1,0,0,3,0,0,0,4,1.0,0.0,0.0,3.0,0.0,0.0,0.0,4.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.75,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.75,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.25,0.25
三亚,2009,11,2,0,0,5,1,3,0,11,2.0,0.0,0.0,5.0,1.0,3.0,0.0,11.0,0.18181818181818182,0.18181818181818182,0.0,0.0,0.2727272727272727,0.2727272727272727,0.0,0.0,0.45454545454545453,0.45454545454545453,0.0,0.0,0.09090909090909091,0.09090909090909091,3,6,0.2727272727272727,0.2727272727272727,0.5454545454545454,0.5454545454545454,0.18181818181818182,0.18181818181818182,0.0,0.0,0.2727272727272727,0.2727272727272727,0.0,0.0,0.45454545454545453,0.45454545454545453,0.0,0.0,0.09090909090909091,0.09090909090909091,3.0,6.0,0.2727272727272727,0.2727272727272727,0.5454545454545454,0.5454545454545454
三亚,2010,14,3,0,0,5,0,6,0,14,3.0,0.0,0.0,5.0,0.0,6.0,0.0,14.0,0.21428571428571427,0.21428571428571427,0.0,0.0,0.42857142857142855,0.42857142857142855,0.0,0.0,0.35714285714285715,0.35714285714285715,0.0,0.0,0.0,0.0,6,9,0.42857142857142855,0.42857142857142855,0.6428571428571429,0.6428571428571429,0.21428571428571427,0.21428571428571427,0.0,0.0,0.42857142857142855,0.42857142857142855,0.0,0.0,0.35714285714285715,0.35714285714285715,0.0,0.0,0.0,0.0,6.0,9.0,0.42857142857142855,0.42857142857142855,0.6428571428571429,0.6428571428571429
三亚,2011,7,1,0,0,5,0,1,0,7,0.0,0.0,0.0,3.0,0.0,1.0,0.0,4.0,0.14285714285714285,0.14285714285714285,0.0,0.0,0.14285714285714285,0.14285714285714285,0.0,0.0,0.7142857142857143,0.7142857142857143,0.0,0.0,0.0,0.0,1,2,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.2857142857142857,0.0,0.0,0.0,0.0,0.14285714285714285,0.25,0.0,0.0,0.42857142857142855,0.75,0.0,0.0,0.0,0.0,1.0,1.0,0.14285714285714285,0.25,0.14285714285714285,0.25
三亚,2012,27,16,0,0,6,0,3,2,27,0.0,0.0,0.0,1.0,0.0,3.0,0.0,4.0,0.5925925925925926,0.5925925925925926,0.07407407407407407,0.07407407407407407,0.1111111111111111,0.1111111111111111,0.0,0.0,0.2222222222222222,0.2222222222222222,0.0,0.0,0.0,0.0,5,21,0.18518518518518517,0.18518518518518517,0.7777777777777778,0.7777777777777778,0.0,0.0,0.0,0.0,0.1111111111111111,0.75,0.0,0.0,0.037037037037037035,0.25,0.0,0.0,0.0,0.0,3.0,3.0,0.1111111111111111,0.75,0.1111111111111111,0.75
三亚,2013,44,28,0,0,7,1,2,6,44,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.6363636363636364,0.6363636363636364,0.13636363636363635,0.13636363636363635,0.045454545454545456,0.045454545454545456,0.0,0.0,0.1590909090909091,0.1590909090909091,0.0,0.0,0.022727272727272728,0.022727272727272728,8,37,0.18181818181818182,0.18181818181818182,0.8409090909090909,0.8409090909090909,0.0,0.0,0.0,0.0,0.022727272727272728,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.022727272727272728,1.0,0.022727272727272728,1.0
三亚,2014,50,28,0,2,9,0,4,3,46,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.56,0.6086956521739131,0.06,0.06521739130434782,0.08,0.08695652173913043,0.04,0.043478260869565216,0.18,0.1956521739130435,0.0,0.0,0.0,0.0,9,37,0.18,0.1956521739130435,0.74,0.8043478260869565,0.0,0.0,0.0,0.0,0.04,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.04,1.0,0.04,1.0
三亚,2015,56,28,0,0,8,0,2,15,53,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.5,0.5283018867924528,0.26785714285714285,0.2830188679245283,0.03571428571428571,0.03773584905660377,0.0,0.0,0.14285714285714285,0.1509433962264151,0.0,0.0,0.0,0.0,17,45,0.30357142857142855,0.32075471698113206,0.8035714285714286,0.8490566037735849,0.0,0.0,0.0,0.0,0.017857142857142856,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.017857142857142856,1.0,0.017857142857142856,1.0
三亚,2016,52,21,0,0,9,2,6,8,46,4.0,0.0,0.0,0.0,0.0,2.0,0.0,6.0,0.40384615384615385,0.45652173913043476,0.15384615384615385,0.17391304347826086,0.11538461538461539,0.13043478260869565,0.0,0.0,0.17307692307692307,0.1956521739130435,0.0,0.0,0.038461538461538464,0.043478260869565216,14,37,0.2692307692307692,0.30434782608695654,0.7115384615384616,0.8043478260869565,0.07692307692307693,0.6666666666666666,0.0,0.0,0.038461538461538464,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,0.038461538461538464,0.3333333333333333,0.11538461538461539,1.0
三亚,2017,101,22,0,3,6,0,12,36,79,3.0,0.0,0.0,0.0,0.0,5.0,0.0,8.0,0.21782178217821782,0.27848101265822783,0.3564356435643564,0.45569620253164556,0.1188118811881188,0.1518987341772152,0.0297029702970297,0.0379746835443038,0.0594059405940594,0.0759493670886076,0.0,0.0,0.0,0.0,51,73,0.504950495049505,0.6455696202531646,0.7227722772277227,0.9240506329113924,0.0297029702970297,0.375,0.0,0.0,0.04950495049504951,0.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,0.04950495049504951,0.625,0.07920792079207921,1.0
三亚,2018,156,24,0,4,25,0,13,56,122,0.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,0.15384615384615385,0.19672131147540983,0.358974358974359,0.45901639344262296,0.08333333333333333,0.10655737704918032,0.02564102564102564,0.03278688524590164,0.16025641025641027,0.20491803278688525,0.0,0.0,0.0,0.0,73,97,0.46794871794871795,0.5983606557377049,0.6217948717948718,0.7950819672131147,0.0,0.0,0.0,0.0,0.01282051282051282,0.6666666666666666,0.0,0.0,0.00641025641025641,0.3333333333333333,0.0,0.0,0.0,0.0,2.0,2.0,0.01282051282051282,0.6666666666666666,0.01282051282051282,0.6666666666666666
三亚,2019,198,67,0,2,7,3,6,59,144,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.3383838383838384,0.4652777777777778,0.29797979797979796,0.4097222222222222,0.030303030303030304,0.041666666666666664,0.010101010101010102,0.013888888888888888,0.03535353535353535,0.04861111111111111,0.0,0.0,0.015151515151515152,0.020833333333333332,67,137,0.3383838383838384,0.4652777777777778,0.6919191919191919,0.9513888888888888,0.0,0.0,0.0,0.0,0.010101010101010102,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.010101010101010102,1.0,0.010101010101010102,1.0
三亚,2020,359,126,0,9,25,0,15,65,240,0.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,0.35097493036211697,0.525,0.181058495821727,0.2708333333333333,0.04178272980501393,0.0625,0.025069637883008356,0.0375,0.06963788300835655,0.10416666666666667,0.0,0.0,0.0,0.0,89,215,0.2479108635097493,0.37083333333333335,0.5988857938718662,0.8958333333333334,0.0,0.0,0.0,0.0,0.016713091922005572,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.016713091922005572,1.0,0.016713091922005572,1.0
三亚,2021,446,137,0,7,0,8,0,109,261,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.3071748878923767,0.524904214559387,0.24439461883408073,0.41762452107279696,0.0,0.0,0.01569506726457399,0.02681992337164751,0.0,0.0,0.0,0.0,0.017937219730941704,0.03065134099616858,116,261,0.2600896860986547,0.4444444444444444,0.5852017937219731,1.0,0.0,0.0,0.0,0.0,0.002242152466367713,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.002242152466367713,1.0,0.002242152466367713,1.0
三亚,2022,715,93,0,19,0,0,18,214,344,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.13006993006993006,0.2703488372093023,0.2993006993006993,0.622093023255814,0.025174825174825177,0.05232558139534884,0.026573426573426574,0.055232558139534885,0.0,0.0,0.0,0.0,0.0,0.0,251,344,0.35104895104895106,0.7296511627906976,0.4811188811188811,1.0,0.0,0.0,0.0,0.0,0.002797202797202797,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.002797202797202797,1.0,0.002797202797202797,1.0
