city,province,year,total_patents,city_id,province_id,base_ln_patents_q,base_top10_q,idc_scope_new,idc_scope_stock,idc_scope_pre5,ln1p_idc_scope_stock_l1,ln1p_idc_scope_pre5_l1,ln1p_idc_scope_new_l1,high_compute,total_patents_field,active_applicants_field,city_new_applicants_field,field_new_applicants_field,city_new_patents_field,field_new_patents_field,incumbent_patents_field,city_new_share_total_field,field_new_share_total_field,incumbent_share_field,ln1p_total_patents_field,ln1p_active_applicants_field,ln1p_city_new_applicants_field,ln1p_field_new_applicants_field,ln1p_city_new_patents_field,ln1p_field_new_patents_field,ln1p_incumbent_patents_field,high_compute_label,idc_stock_high,idc_new_high,idc_pre5_high
七台河,黑龙江省,2017,23,1,1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,1,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0,0.0,1.0986122886681098,1.0986122886681098,1.0986122886681098,1.0986122886681098,1.0986122886681098,1.0986122886681098,0.0,high_compute,0.0,0.0,0.0
七台河,黑龙江省,2018,45,1,1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0,45.0,19.0,13.0,14.0,35.0,36.0,10.0,0.7777777777777778,0.8,0.2222222222222222,3.828641396489095,2.995732273553991,2.6390573296152584,2.70805020110221,3.58351893845611,3.6109179126442243,2.3978952727983707,other,0.0,0.0,0.0
七台河,黑龙江省,2018,45,1,1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,high_compute,0.0,0.0,0.0
七台河,黑龙江省,2019,56,1,1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0,55.0,25.0,18.0,18.0,41.0,41.0,14.0,0.7454545454545455,0.7454545454545455,0.2545454545454545,4.02535169073515,3.258096538021482,2.9444389791664403,2.9444389791664403,3.7376696182833684,3.7376696182833684,2.70805020110221,other,0.0,0.0,0.0
七台河,黑龙江省,2019,56,1,1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.6931471805599453,0.6931471805599453,0.0,0.6931471805599453,0.0,0.6931471805599453,0.6931471805599453,high_compute,0.0,0.0,0.0
七台河,黑龙江省,2020,55,1,1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0,51.0,30.0,21.0,21.0,36.0,36.0,15.0,0.7058823529411765,0.7058823529411765,0.29411764705882354,3.9512437185814275,3.4339872044851463,3.091042453358316,3.091042453358316,3.6109179126442243,3.6109179126442243,2.772588722239781,other,0.0,0.0,0.0
七台河,黑龙江省,2020,55,1,1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,2.0,0.0,1.0,0.0,2.0,3.0,0.0,0.6666666666666666,1.0,1.3862943611198906,1.0986122886681098,0.0,0.6931471805599453,0.0,1.0986122886681098,1.3862943611198906,high_compute,0.0,0.0,0.0
七台河,黑龙江省,2021,91,1,1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0,76.0,30.0,24.0,24.0,38.0,38.0,38.0,0.5,0.5,0.5,4.343805421853684,3.4339872044851463,3.2188758248682006,3.2188758248682006,3.6635616461296463,3.6635616461296463,3.6635616461296463,other,0.0,0.0,0.0
七台河,黑龙江省,2021,91,1,1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,1,13.0,4.0,3.0,3.0,6.0,6.0,7.0,0.46153846153846156,0.46153846153846156,0.5384615384615384,2.6390573296152584,1.6094379124341003,1.3862943611198906,1.3862943611198906,1.9459101490553132,1.9459101490553132,2.0794415416798357,high_compute,0.0,0.0,0.0
七台河,黑龙江省,2022,50,1,1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0,43.0,28.0,17.0,17.0,18.0,18.0,25.0,0.4186046511627907,0.4186046511627907,0.5813953488372093,3.784189633918261,3.367295829986474,2.8903717578961645,2.8903717578961645,2.9444389791664403,2.9444389791664403,3.258096538021482,other,0.0,0.0,0.0
七台河,黑龙江省,2022,50,1,1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,1,6.0,4.0,2.0,2.0,2.0,2.0,4.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.9459101490553132,1.6094379124341003,1.0986122886681098,1.0986122886681098,1.0986122886681098,1.0986122886681098,1.6094379124341003,high_compute,0.0,0.0,0.0
七台河,黑龙江省,2023,68,1,1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0,63.0,34.0,27.0,27.0,36.0,36.0,27.0,0.5714285714285714,0.5714285714285714,0.42857142857142855,4.1588830833596715,3.5553480614894135,3.332204510175204,3.332204510175204,3.6109179126442243,3.6109179126442243,3.332204510175204,other,0.0,0.0,0.0
七台河,黑龙江省,2023,68,1,1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,1,4.0,3.0,1.0,1.0,1.0,1.0,3.0,0.25,0.25,0.75,1.6094379124341003,1.3862943611198906,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,1.3862943611198906,high_compute,0.0,0.0,0.0
三亚,海南省,2008,4,3,3,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0,4.0,4.0,3.0,3.0,3.0,3.0,1.0,0.75,0.75,0.25,1.6094379124341003,1.6094379124341003,1.3862943611198906,1.3862943611198906,1.3862943611198906,1.3862943611198906,0.6931471805599453,other,0.0,0.0,0.0
三亚,海南省,2008,4,3,3,1,4,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,high_compute,0.0,0.0,0.0
三亚,海南省,2009,11,3,3,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0,11.0,6.0,6.0,6.0,11.0,11.0,0.0,1.0,1.0,0.0,2.4849066497880004,1.9459101490553132,1.9459101490553132,1.9459101490553132,2.4849066497880004,2.4849066497880004,0.0,other,0.0,0.0,0.0
三亚,海南省,2009,11,3,3,1,4,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,high_compute,0.0,0.0,0.0
三亚,海南省,2010,14,3,3,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0,11.0,7.0,5.0,5.0,7.0,7.0,4.0,0.6363636363636364,0.6363636363636364,0.36363636363636365,2.4849066497880004,2.0794415416798357,1.791759469228055,1.791759469228055,2.0794415416798357,2.0794415416798357,1.6094379124341003,other,0.0,0.0,0.0
三亚,海南省,2010,14,3,3,1,4,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.0,high_compute,0.0,0.0,0.0
三亚,海南省,2011,7,3,3,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0,7.0,6.0,3.0,3.0,3.0,3.0,4.0,0.42857142857142855,0.42857142857142855,0.5714285714285714,2.0794415416798357,1.9459101490553132,1.3862943611198906,1.3862943611198906,1.3862943611198906,1.3862943611198906,1.6094379124341003,other,0.0,0.0,0.0
三亚,海南省,2011,7,3,3,1,4,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,high_compute,0.0,0.0,0.0
三亚,海南省,2012,27,3,3,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0,11.0,9.0,6.0,6.0,8.0,8.0,3.0,0.7272727272727273,0.7272727272727273,0.2727272727272727,2.4849066497880004,2.302585092994046,1.9459101490553132,1.9459101490553132,2.1972245773362196,2.1972245773362196,1.3862943611198906,other,0.0,0.0,0.0
三亚,海南省,2012,27,3,3,1,4,0.0,0.0,0.0,0.0,0.0,0.0,1,13.0,2.0,2.0,2.0,13.0,13.0,0.0,1.0,1.0,0.0,2.6390573296152584,1.0986122886681098,1.0986122886681098,1.0986122886681098,2.6390573296152584,2.6390573296152584,0.0,high_compute,0.0,0.0,0.0
三亚,海南省,2013,44,3,3,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0,24.0,16.0,14.0,14.0,22.0,22.0,2.0,0.9166666666666666,0.9166666666666666,0.08333333333333333,3.2188758248682006,2.833213344056216,2.70805020110221,2.70805020110221,3.1354942159291497,3.1354942159291497,1.0986122886681098,other,0.0,0.0,0.0
三亚,海南省,2013,44,3,3,1,4,0.0,0.0,0.0,0.0,0.0,0.0,1,18.0,4.0,3.0,3.0,3.0,3.0,15.0,0.16666666666666666,0.16666666666666666,0.8333333333333334,2.9444389791664403,1.6094379124341003,1.3862943611198906,1.3862943611198906,1.3862943611198906,1.3862943611198906,2.772588722239781,high_compute,0.0,0.0,0.0
三亚,海南省,2014,50,3,3,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0,25.0,21.0,15.0,15.0,17.0,17.0,8.0,0.68,0.68,0.32,3.258096538021482,3.091042453358316,2.772588722239781,2.772588722239781,2.8903717578961645,2.8903717578961645,2.1972245773362196,other,0.0,0.0,0.0
三亚,海南省,2014,50,3,3,1,4,0.0,0.0,0.0,0.0,0.0,0.0,1,24.0,3.0,2.0,2.0,3.0,3.0,21.0,0.125,0.125,0.875,3.2188758248682006,1.3862943611198906,1.0986122886681098,1.0986122886681098,1.3862943611198906,1.3862943611198906,3.091042453358316,high_compute,0.0,0.0,0.0
三亚,海南省,2015,56,3,3,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0,34.0,19.0,12.0,13.0,21.0,23.0,13.0,0.6176470588235294,0.6764705882352942,0.38235294117647056,3.5553480614894135,2.995732273553991,2.5649493574615367,2.6390573296152584,3.091042453358316,3.1780538303479458,2.6390573296152584,other,0.0,0.0,0.0
三亚,海南省,2015,56,3,3,1,4,0.0,0.0,0.0,0.0,0.0,0.0,1,21.0,4.0,3.0,3.0,3.0,3.0,18.0,0.14285714285714285,0.14285714285714285,0.8571428571428571,3.091042453358316,1.6094379124341003,1.3862943611198906,1.3862943611198906,1.3862943611198906,1.3862943611198906,2.9444389791664403,high_compute,0.0,0.0,0.0
三亚,海南省,2016,52,3,3,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0,35.0,19.0,9.0,10.0,13.0,17.0,22.0,0.37142857142857144,0.4857142857142857,0.6285714285714286,3.58351893845611,2.995732273553991,2.302585092994046,2.3978952727983707,2.6390573296152584,2.8903717578961645,3.1354942159291497,other,0.0,0.0,0.0
三亚,海南省,2016,52,3,3,1,4,0.0,0.0,0.0,0.0,0.0,0.0,1,14.0,10.0,7.0,9.0,11.0,13.0,3.0,0.7857142857142857,0.9285714285714286,0.21428571428571427,2.70805020110221,2.3978952727983707,2.0794415416798357,2.302585092994046,2.4849066497880004,2.6390573296152584,1.3862943611198906,high_compute,0.0,0.0,0.0
三亚,海南省,2017,101,3,3,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0,91.0,41.0,25.0,26.0,35.0,38.0,56.0,0.38461538461538464,0.4175824175824176,0.6153846153846154,4.5217885770490405,3.7376696182833684,3.258096538021482,3.295836866004329,3.58351893845611,3.6635616461296463,4.04305126783455,other,0.0,0.0,0.0
三亚,海南省,2017,101,3,3,1,4,0.0,0.0,0.0,0.0,0.0,0.0,1,9.0,5.0,2.0,4.0,2.0,5.0,7.0,0.2222222222222222,0.5555555555555556,0.7777777777777778,2.302585092994046,1.791759469228055,1.0986122886681098,1.6094379124341003,1.0986122886681098,1.791759469228055,2.0794415416798357,high_compute,0.0,0.0,0.0
三亚,海南省,2018,156,3,3,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0,127.0,48.0,33.0,33.0,55.0,55.0,72.0,0.4330708661417323,0.4330708661417323,0.5669291338582677,4.852030263919617,3.8918202981106265,3.5263605246161616,3.5263605246161616,4.02535169073515,4.02535169073515,4.290459441148391,other,0.0,0.0,0.0
三亚,海南省,2018,156,3,3,1,4,0.0,0.0,0.0,0.0,0.0,0.0,1,29.0,12.0,7.0,8.0,11.0,12.0,18.0,0.3793103448275862,0.41379310344827586,0.6206896551724138,3.4011973816621555,2.5649493574615367,2.0794415416798357,2.1972245773362196,2.4849066497880004,2.5649493574615367,2.9444389791664403,high_compute,0.0,0.0,0.0
三亚,海南省,2019,198,3,3,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0,169.0,55.0,38.0,39.0,65.0,67.0,104.0,0.38461538461538464,0.39644970414201186,0.6153846153846154,5.135798437050262,4.02535169073515,3.6635616461296463,3.6888794541139363,4.189654742026425,4.219507705176107,4.653960350157523,other,0.0,0.0,0.0
三亚,海南省,2019,198,3,3,1,4,0.0,0.0,0.0,0.0,0.0,0.0,1,29.0,16.0,9.0,11.0,12.0,15.0,17.0,0.41379310344827586,0.5172413793103449,0.5862068965517241,3.4011973816621555,2.833213344056216,2.302585092994046,2.4849066497880004,2.5649493574615367,2.772588722239781,2.8903717578961645,high_compute,0.0,0.0,0.0
三亚,海南省,2020,359,3,3,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0,298.0,86.0,61.0,63.0,124.0,130.0,174.0,0.4161073825503356,0.436241610738255,0.5838926174496645,5.700443573390687,4.465908118654584,4.127134385045092,4.1588830833596715,4.8283137373023015,4.875197323201151,5.1647859739235145,other,0.0,0.0,0.0
三亚,海南省,2020,359,3,3,1,4,0.0,0.0,0.0,0.0,0.0,0.0,1,57.0,19.0,11.0,12.0,29.0,30.0,28.0,0.5087719298245614,0.5263157894736842,0.49122807017543857,4.060443010546419,2.995732273553991,2.4849066497880004,2.5649493574615367,3.4011973816621555,3.4339872044851463,3.367295829986474,high_compute,0.0,0.0,0.0
三亚,海南省,2021,446,3,3,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0,321.0,114.0,89.0,90.0,174.0,178.0,147.0,0.5420560747663551,0.5545171339563862,0.45794392523364486,5.7745515455444085,4.74493212836325,4.499809670330265,4.51085950651685,5.1647859739235145,5.187385805840755,4.997212273764115,other,0.0,0.0,0.0
三亚,海南省,2021,446,3,3,1,4,0.0,0.0,0.0,0.0,0.0,0.0,1,111.0,33.0,22.0,24.0,51.0,56.0,60.0,0.4594594594594595,0.5045045045045045,0.5405405405405406,4.718498871295094,3.5263605246161616,3.1354942159291497,3.2188758248682006,3.9512437185814275,4.04305126783455,4.110873864173311,high_compute,0.0,0.0,0.0
三亚,海南省,2022,715,3,3,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0,578.0,178.0,134.0,136.0,275.0,277.0,303.0,0.4757785467128028,0.47923875432525953,0.5242214532871973,6.361302477572996,5.187385805840755,4.90527477843843,4.919980925828125,5.62040086571715,5.627621113690637,5.717027701406222,other,0.0,0.0,0.0
三亚,海南省,2022,715,3,3,1,4,0.0,0.0,0.0,0.0,0.0,0.0,1,128.0,49.0,32.0,39.0,52.0,83.0,76.0,0.40625,0.6484375,0.59375,4.859812404361672,3.912023005428146,3.4965075614664802,3.6888794541139363,3.970291913552122,4.430816798843313,4.343805421853684,high_compute,0.0,0.0,0.0
三亚,海南省,2023,1478,3,3,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0,1180.0,218.0,142.0,145.0,297.0,314.0,883.0,0.25169491525423726,0.26610169491525426,0.7483050847457627,7.074116816197362,5.389071729816501,4.962844630259907,4.983606621708336,5.697093486505405,5.752572638825633,6.784457062637643,other,0.0,0.0,0.0
三亚,海南省,2023,1478,3,3,1,4,0.0,0.0,0.0,0.0,0.0,0.0,1,292.0,58.0,27.0,34.0,81.0,122.0,211.0,0.2773972602739726,0.4178082191780822,0.7226027397260274,5.680172609017068,4.07753744390572,3.332204510175204,3.5553480614894135,4.406719247264253,4.812184355372417,5.356586274672012,high_compute,0.0,0.0,0.0
三明,福建省,2008,31,4,4,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0,29.0,21.0,14.0,14.0,17.0,17.0,12.0,0.5862068965517241,0.5862068965517241,0.41379310344827586,3.4011973816621555,3.091042453358316,2.70805020110221,2.70805020110221,2.8903717578961645,2.8903717578961645,2.5649493574615367,other,0.0,0.0,0.0
三明,福建省,2008,31,4,4,2,2,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,high_compute,0.0,0.0,0.0
三明,福建省,2009,63,4,4,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0,53.0,39.0,29.0,29.0,42.0,42.0,11.0,0.7924528301886793,0.7924528301886793,0.20754716981132076,3.9889840465642745,3.6888794541139363,3.4011973816621555,3.4011973816621555,3.7612001156935624,3.7612001156935624,2.4849066497880004,other,0.0,0.0,0.0
三明,福建省,2009,63,4,4,2,2,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.0,high_compute,0.0,0.0,0.0
三明,福建省,2010,89,4,4,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0,65.0,44.0,36.0,36.0,51.0,51.0,14.0,0.7846153846153846,0.7846153846153846,0.2153846153846154,4.189654742026425,3.8066624897703196,3.6109179126442243,3.6109179126442243,3.9512437185814275,3.9512437185814275,2.70805020110221,other,0.0,0.0,0.0
三明,福建省,2010,89,4,4,2,2,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,high_compute,0.0,0.0,0.0
三明,福建省,2011,138,4,4,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0,89.0,54.0,30.0,30.0,38.0,38.0,51.0,0.42696629213483145,0.42696629213483145,0.5730337078651685,4.499809670330265,4.007333185232471,3.4339872044851463,3.4339872044851463,3.6635616461296463,3.6635616461296463,3.9512437185814275,other,0.0,0.0,0.0
三明,福建省,2011,138,4,4,2,2,0.0,0.0,0.0,0.0,0.0,0.0,1,2.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0,1.0,0.0,1.0986122886681098,0.6931471805599453,0.6931471805599453,0.6931471805599453,1.0986122886681098,1.0986122886681098,0.0,high_compute,0.0,0.0,0.0
三明,福建省,2012,145,4,4,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0,112.0,66.0,38.0,38.0,56.0,56.0,56.0,0.5,0.5,0.5,4.727387818712341,4.204692619390966,3.6635616461296463,3.6635616461296463,4.04305126783455,4.04305126783455,4.04305126783455,other,0.0,0.0,0.0
三明,福建省,2012,145,4,4,2,2,0.0,0.0,0.0,0.0,0.0,0.0,1,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0,0.0,1.0986122886681098,1.0986122886681098,1.0986122886681098,1.0986122886681098,1.0986122886681098,1.0986122886681098,0.0,high_compute,0.0,0.0,0.0
三明,福建省,2013,144,4,4,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0,137.0,80.0,55.0,55.0,72.0,72.0,65.0,0.5255474452554745,0.5255474452554745,0.4744525547445255,4.927253685157205,4.394449154672439,4.02535169073515,4.02535169073515,4.290459441148391,4.290459441148391,4.189654742026425,other,0.0,0.0,0.0
三明,福建省,2013,144,4,4,2,2,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,2.0,2.0,2.0,3.0,3.0,0.0,1.0,1.0,0.0,1.3862943611198906,1.0986122886681098,1.0986122886681098,1.0986122886681098,1.3862943611198906,1.3862943611198906,0.0,high_compute,0.0,0.0,0.0
三明,福建省,2014,224,4,4,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0,214.0,119.0,79.0,79.0,130.0,130.0,84.0,0.6074766355140186,0.6074766355140186,0.3925233644859813,5.3706380281276624,4.787491742782046,4.382026634673881,4.382026634673881,4.875197323201151,4.875197323201151,4.442651256490317,other,0.0,0.0,0.0
三明,福建省,2014,224,4,4,2,2,0.0,0.0,0.0,0.0,0.0,0.0,1,7.0,5.0,4.0,5.0,5.0,7.0,2.0,0.7142857142857143,1.0,0.2857142857142857,2.0794415416798357,1.791759469228055,1.6094379124341003,1.791759469228055,1.791759469228055,2.0794415416798357,1.0986122886681098,high_compute,0.0,0.0,0.0
三明,福建省,2015,253,4,4,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0,230.0,119.0,76.0,77.0,119.0,120.0,111.0,0.5173913043478261,0.5217391304347826,0.4826086956521739,5.442417710521793,4.787491742782046,4.343805421853684,4.356708826689592,4.787491742782046,4.795790545596741,4.718498871295094,other,0.0,0.0,0.0
三明,福建省,2015,253,4,4,2,2,0.0,0.0,0.0,0.0,0.0,0.0,1,20.0,6.0,2.0,3.0,2.0,3.0,18.0,0.1,0.15,0.9,3.044522437723423,1.9459101490553132,1.0986122886681098,1.3862943611198906,1.0986122886681098,1.3862943611198906,2.9444389791664403,high_compute,0.0,0.0,0.0
三明,福建省,2016,514,4,4,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0,478.0,189.0,131.0,131.0,251.0,251.0,227.0,0.5251046025104602,0.5251046025104602,0.47489539748953974,6.171700597410915,5.247024072160486,4.882801922586371,4.882801922586371,5.529429087511423,5.529429087511423,5.429345628954441,other,0.0,0.0,0.0
